Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB
PunaMusta Media,Small Cap,Sällanköpsvaror,Media & Publicering,PUMU,-0.078125,0.042537031,32.11758041,0.670756578,1.525833011
Revenio,Mid Cap,Hälsovård,Medicinsk Utrustning,REG1V,0.397660751,0.01288591,61.26633835,11.21512032,8.846711159
Soprano,Small Cap,Industri,Utbildning,SOPRA,-0.220858879,0.009480627,-51.83673096,0.303660691,0.778406501
Investors House,Small Cap,Finans & Fastighet,Fastighetsbolag,INVEST,-0.225563908,0.02180685,19.29561996,2.777882099,0.708030522
Trainers House,Small Cap,Industri,Utbildning,TRH1V,-0.445783119,0.01787701,5.054944992,0.437174112,0.555230379
Uutechnic,Small Cap,Industri,Industrimaskiner,UUTEC,-0.276923046,0.01612903,15.32608986,0.945651472,1.372730017
Yleiselektroniikka,Small Cap,Industri,Elektroniska komponenter,YEINT,0.740259705,0.025896411,14.93369007,0.573512077,2.259486914
NoHo Partners,Mid Cap,Sällanköpsvaror,Restaurang & Café,NOHO,-0.422535248,0.024015369,4.168432236,0.333394706,0.719067216
Panostaja,Small Cap,Finans & Fastighet,Investmentbolag,PNA1V,-0.295503235,0.044875679,21.02235985,0.178463504,0.683213711
Scanfil,Mid Cap,Informationsteknik,Elektronik & Tillverkning,SCANFL,0.007109055,0.03583333,9.442346573,0.457094699,1.591467977
Tecnotree,Small Cap,Informationsteknik,Affärs- & IT-System,TEM1V,1.857142944,0.01846722,4.100227833,0.648825884,8.759149551
Teleste,Small Cap,Informationsteknik,Kommunikation,TLT1V,-0.389632111,0.02354326,-52.29225922,0.291264892,0.954885423
Tulikivi,Small Cap,Sällanköpsvaror,Möbler & Inredning,TULAV,-0.076335864,0.007888768,-4.531835079,0.250670999,0.940829992
Wulff-Yhtiöt,Small Cap,Industri,Bygginredning,WUF1V,-0.043478293,0.01807659,10.23935986,0.187992096,0.859190583
Ahola Transport,First North,Industri,Tåg- & Lastbilstransport,AHOLA,0.062500014,0.02489177,10.31552982,0.123806298,1.29816103
Double Bond Pharma,Spotlight,Hälsovård,Biotech,DBP B,-0.389830551,0.129133301,-10.89918041,15.56583023,13.35258007
Hybricon,Spotlight,Industri,Tåg- & Lastbilstransport,HYCO,-0.626530609,0.02289562,-1.878850103,2.092073067,2.406384353
Oncology Venture,First North,Hälsovård,Biotech,OV,-0.763669052,0.01639344,-0.421342909,69.41118622,0.393372506
Swemet,NGM,Industri,Elektroniska komponenter,SWEM B,1.274509888,0.008021901,17.07555962,0.923336208,10.86865997
Aker Solutions,OB Match,Energi,Olja & Gas - Service,AKSO,-0.84915329,0.010655299,44.9236908,0.062937424,0.258163393
BW LPG,OBX,Energi,Olja & Gas - Transport,BWLPG,-0.202808094,0.02342648,1.839341998,0.616348922,0.427823991
Aker BP,OBX,Energi,Olja & Gas - Exploatering,AKERBP,-0.549380684,0.058132911,40.84194946,1.721089959,2.433129072
DNB,OBX,Finans & Fastighet,Banker,DNB,-0.336550064,0.071748881,7.173132896,3.217097044,0.728489578
DNO,OBX,Energi,Olja & Gas - Exploatering,DNO,-0.79226799,0.01875263,6.560313225,0.496313214,0.415154308
A.P. Moller Maersk B,Large Cap,Industri,Sjöfart & Rederi,MAERSK B,-0.273666897,0.063954301,-229.4449005,0.495585293,0.685931802
Carlsberg B,Large Cap,Dagligvaror,Bryggeri,CARL B,-0.040368285,0.01535018,18.86026001,1.879958987,2.851525068
Chr Hansen,Large Cap,Dagligvaror,Livsmedel,CHR,-0.205838089,0.035033491,37.41537094,8.003072739,12.81130028
Coloplast,Large Cap,Hälsovård,Medicinsk Utrustning,COLO B,0.512114182,0.01847187,55.76327133,12.0896101,40.65356064
Danske Bank,Large Cap,Finans & Fastighet,Banker,DANSKE,-0.442677193,0.02911118,4.176500797,2.139003992,0.349902093
Frontline,OBX,Energi,Olja & Gas - Transport,FRO,0.359433212,0.04680851,12.67996979,1.854140997,1.17552197
Gjensidige Forsikring,OBX,Finans & Fastighet,Försäkring,GJF,0.170393715,0.050715752,14.17000961,2.930053949,3.546938896
Mowi,OBX,Dagligvaror,Fiskodling,MOWI,-0.027331221,0.009200196,20.15546989,2.327647924,3.328337908
Nordic Semiconductor,OB Match,Informationsteknik,Elektronik & Tillverkning,NOD,0.377027054,0.05853219,142.199295,3.612447023,4.486602783
DSV Panalpina,Large Cap,Industri,Tåg- & Lastbilstransport,DSV,0.103580074,0.021721959,34.02799988,1.329483032,2.552836895
FLSmidth & Co.,Large Cap,Industri,Byggmaterial,FLS,-0.530070572,0.036721311,9.819448471,0.368595511,0.866843998
G4S,Large Cap,Industri,Säkerhet,G4S,-0.578287468,0.006342132,-16.23307991,0.190395802,5.450519085
Genmab,Large Cap,Hälsovård,Biotech,GMAB,0.276531487,0.006061918,44.37612915,17.91254044,6.842161179
GN Store Nord,Large Cap,Hälsovård,Medicinsk Utrustning,GN,-0.059173341,0.03839761,28.85466003,3.336617947,8.652224541
Equinor,OBX,Energi,Olja & Gas - Försäljning,EQNR,-0.343908615,0.026614621,26.72829056,0.765416682,1.197402
Novo Nordisk,Large Cap,Hälsovård,Läkemedel,NOVO B,0.229594097,0.013820339,25.0153904,7.985252857,16.91818047
Capacent,First North,Industri,Affärskonsulter,CAPAC,-0.646840134,0.02165354,19.44927979,0.1933081,0.472808599
Sinch,Mid Cap,Informationsteknik,Kommunikation,SINCH,2.545751648,0.02201997,84.71764374,4.61976099,11.64385986
Bravida,Large Cap,Industri,Installation & VVS,BRAV,-0.188622761,0.036939781,15.48324013,0.669288576,2.444274902
Dometic,Large Cap,Sällanköpsvaror,Bil & Motor,DOM,-0.407350693,0.021901441,10.36769009,0.742417574,0.791162372
Klaria Pharma,First North,Hälsovård,Biotech,KLAR,-0.65897438,0.01566872,-5.527846813,10.73149967,1.514157057
Minesto,First North,Kraftförsörjning,Förnybarenergi,MINEST,0.097674437,0.01726122,-14.14303017,35.25434113,3.545833111
Photocat,First North,Industri,Installation & VVS,PCAT,1.094594574,0.025889969,-13.81707954,7.629392147,4.198824883
Waystream,First North,Informationsteknik,Kommunikation,WAYS,0.194174747,0.042398028,6.179662228,0.58585602,1.663468957
Alzinova,First North,Hälsovård,Biotech,ALZ,-0.327044029,0.08333333,-13.19684029,11.99664021,1.381713986
Nanologica,Spotlight,Hälsovård,Biotech,NICA,1.21002388,0.048782539,-7.85677923,10.11182995,37.3433487
PExA,Spotlight,Hälsovård,Medicinsk Utrustning,PEXA B,-0.377777748,0.00181653,-6.451612949,10.75424004,1.93718195
Attendo,Large Cap,Hälsovård,Sjukhus & Vårdhem,ATT,-0.270292854,0.005033113,69.27507782,0.465842813,0.962283611
Camurus,Mid Cap,Hälsovård,Läkemedel,CAMX,0.299738235,0.005798222,-16.45019913,45.11166,7.542368889
Scandic Hotels,Mid Cap,Sällanköpsvaror,Hotell & Camping,SHOT,-0.567415733,0.02529644,5.492702007,0.209328607,0.60471648
Immunovia,Mid Cap,Hälsovård,Medicinsk Utrustning,IMMNOV,-0.270081501,0.021580231,-21.4282093,89.13739777,6.862206936
Nilsson Special Vehicles,First North,Sällanköpsvaror,Bil & Motor,NILS,-0.420606041,0.01402256,-1.846343994,0.104689904,0.660791218
Stillfront,First North,Sällanköpsvaror,Gaming & Spel,SF,1.307692261,0.02157239,38.05401993,5.913654804,6.626584053
TC TECH,First North,Industri,Industrimaskiner,TCT,-0.585145874,0.082918739,-4.591357231,6.271768093,2.703169107
Zenergy,Spotlight,Industri,Bostadsbyggnation,ZENZIP B,-0.200000038,0.03380049,-10.45751953,3.225703001,1.453557968
Evli Pankki,Mid Cap,Finans & Fastighet,Nischbanker,EVLI,0.029925156,0.02926116,11.41199017,2.604515076,2.464696884
Consti Yhtiöt,Small Cap,Industri,Byggnation & Infrastruktur,CONSTI,0.233082657,0.02143553,19.26579094,0.163271695,1.757115006
IMINT,Spotlight,Informationsteknik,Affärs- & IT-System,IMINT,-0.566226921,0.01416029,-12.25767994,1.373772025,1.313060999
Toleranzia,Spotlight,Hälsovård,Medicinsk Utrustning,TOL,-0.694636688,0.008963585,-3.72913599,4.055766106,0.805542588
Prebona,Spotlight,Hälsovård,Läkemedel,PREBON,1.106741638,0.026548669,-17.70538244,44.93774088,-176.0452962
QuickCool,Spotlight,Hälsovård,Medicinsk Utrustning,QUICK,-0.963953476,0.032590051,-0.143269807,0.113391899,0.030636551
Implementa Sol,NGM,Kraftförsörjning,Solkraft,IMSOL B,3.681817932,0.02620151,-30.11696053,3.264605999,10.83148956
Pandora,Large Cap,Sällanköpsvaror,Accessoarer,PNDORA,-0.253496494,0.100714302,7.046227932,0.948926926,3.953350067
Vestas Wind Systems,Large Cap,Kraftförsörjning,Vindkraft,VWS,-0.029629588,0.033684211,21.6721096,1.256039977,4.561170101
Royal UNIBREW,Large Cap,Dagligvaror,Bryggeri,RBREW,-0.023231883,0.026677451,21.21777916,3.149842978,7.82361412
Lundbeck,Large Cap,Hälsovård,Läkemedel,LUN,-0.232809753,0.025196099,16.37585068,2.563644886,3.000842094
Nordea Bank,Large Cap,Finans & Fastighet,Banker,NDA DK,-0.316402035,0.182030296,13.4903698,2.373064995,0.650769114
Orkla,OBX,Dagligvaror,Livsmedel,ORK,0.463794708,0.0548105,25.43939018,2.238540888,2.833913088
Yara International,OBX,Material,Kemikalier,YAR,-0.025393271,0.05699482,18.57325935,0.860029697,1.259948015
ISS,Large Cap,Industri,Stödtjänster & Service,ISS,-0.519856453,0.01914274,13.80140018,0.237181395,1.487805009
Jyske Bank,Large Cap,Finans & Fastighet,Banker,JYSK,-0.436267319,0.054858208,5.512341976,1.651819944,0.352567196
Kobenhavns Lufthavne,Large Cap,Industri,Flygtransport,KBHL,-0.162751675,0.01510721,38.38237,9.011556625,12.01790047
Novozymes,Large Cap,Material,Kemikalier,NZYM B,-0.010171685,0.017021281,28.39530945,6.23059988,7.809438229
DalsSpira Mejeri,Spotlight,Dagligvaror,Jordbruk,SPIRA,0.370967789,0.048515978,-7.422284126,0.830897212,2.919056892
Rockwool B,Large Cap,Industri,Byggmaterial,ROCK B,-0.210135975,0.03841146,13.24409962,1.361184955,1.78550899
Sydbank,Large Cap,Finans & Fastighet,Banker,SYDB,-0.362283745,0.01584654,6.838387012,1.597370982,0.477826387
Topdanmark,Large Cap,Finans & Fastighet,Försäkring,TOP,-0.151155901,0.05512321,15.95588017,1.200042009,3.858632088
Tryg,Large Cap,Finans & Fastighet,Försäkring,TRYG,-0.059118252,0.00480827,19.95601082,2.514503956,4.694643021
Demant,Large Cap,Hälsovård,Medicinsk Utrustning,DEMANT,-0.173164539,0.030219779,27.29902077,2.670315027,5.220472813
Norsk Hydro,OBX,Material,Gruv - Industrimetaller,NHY,-0.437750969,0.04201313,-23.73686028,0.284668893,0.537787914
Norwegian Air Shuttle,OBX,Industri,Flygtransport,NAS,-0.88391777,0.053020129,-0.3800475,0.01410611,0.149697602
Otello,OB Match,Informationsteknik,Internettjänster,OTELLO,-0.316099472,0.0625,-7.305138111,0.685613513,0.489607811
PGS,OB Match,Energi,Olja & Gas - Service,PGS,-0.828853531,0.01736781,-1.778545022,0.136996105,0.200150594
REC Silicon,OB Match,Kraftförsörjning,Solkraft,REC,-0.484726219,0.0310428,-0.878257215,0.696231604,139.4203949
Schibsted A,OBX,Sällanköpsvaror,Media & Publicering,SCHA,-0.166000004,0.03684211,52.36851883,2.605325937,4.733459949
Seadrill,OB Match,Energi,Olja & Gas - Borrning,SDRL,-0.925210571,0.0180018,-0.01651497,0.033266619,0.02480714
Storebrand,OBX,Finans & Fastighet,Försäkring,STB,-0.402579193,0.04016161,9.625112534,0.614688814,0.59569478
Subsea7,OBX,Energi,Olja & Gas - Service,SUBC,-0.531777382,0.064918852,-23.24731064,0.531480074,0.364706188
Telenor,OBX,Telekommunikation,Bredband & Telefoni,TEL,-0.055085964,0.01395349,30.92507935,2.114794016,6.316984177
TGS-NOPEC,OBX,Energi,Olja & Gas - Service,TGS,-0.415526123,0.042291951,17.05311012,2.896094084,1.106932044
Avance Gas,OB Match,Energi,Olja & Gas - Transport,AVANCE,-0.16288208,0.03684598,2.514131069,0.561722994,0.342163712
Bakkafrost,OBX,Dagligvaror,Fiskodling,BAKKA,0.249419956,0.02835762,24.63369942,4.424602032,2.349081993
Raybased,Spotlight,Informationsteknik,Säkerhet & Bevakning,RBASE,-0.387900314,0.03798393,-1.986601949,6.374072075,0.642605424
FastOut Int.,Spotlight,Informationsteknik,Affärs- & IT-System,FOUT,-0.017857178,0.01161752,1100,2.115937768,3.376132456
Sleepo,Spotlight,Sällanköpsvaror,Möbler & Inredning,SLEEP,0.126050396,0.044430141,-46.85314941,0.355453014,4.174712181
NEXT Biometrics,OB Match,Informationsteknik,Biometri,NEXT,-0.834444427,0.01496026,-0.373096913,0.757564306,0.492798209
Zalaris,OB Match,Informationsteknik,Affärs- & IT-System,ZAL,0.23715416,0.02783577,-124.8005981,0.807071686,5.841880798
NattoPharma,Oslo Axess,Hälsovård,Läkemedel,NATTO,-0.15714282,0.01343284,-14.94931984,1.223345041,1.414878964
Medistim,OB Match,Hälsovård,Medicinsk Utrustning,MEDI,0.561946907,0.093121691,45.66268921,8.826382637,13.55377007
Matas,Mid Cap,Dagligvaror,Hygienprodukter,MATAS,-0.332072563,0.01949541,7.444190025,0.448756486,0.601507425
FirstFarms,Small Cap,Dagligvaror,Jordbruk,FFARMS,0.154471512,0.071307302,15.60011005,1.066323996,0.891709983
Esoft Systems,First North,Sällanköpsvaror,Marknadsföring,ESOFT,0.034090929,0.033057849,14.00646019,0.392566592,4.065180779
Detection,First North,Hälsovård,Medicinsk Utrustning,DETEC,-0.004926033,0.01384349,23.27725029,2.829559088,4.976008892
Catena Media,Mid Cap,Sällanköpsvaror,Betting & Casino,CTM,-0.67471077,0.01163257,-11.05679989,1.133026958,0.792500615
Sjöstrand Coffee,Spotlight,Sällanköpsvaror,Hemelektronik,SCC B,0.265789509,0.01763908,-5.699051857,1.546026945,3.23307991
Invent Medic,Spotlight,Hälsovård,Medicinsk Utrustning,IMS,-0.337500038,0.045252891,-6.192493063,234.4163003,11.66763811
Loudspring Oyj,First North,Finans & Fastighet,Investmentbolag,LOUD,-0.204747791,0.096140347,-1.547343969,31.45716095,0.970987976
EAB Group,Small Cap,Finans & Fastighet,Kapitalförvaltning,EAB,-0.263358765,0.027320399,-17.82086945,1.452010036,1.384299994
Herantis Pharma,First North,Hälsovård,Biotech,HRTIS,0.321428604,0.385321083,-5.604786873,199.3724976,24.23489952
Nexstim Oyj,First North,Hälsovård,Medicinsk Utrustning,NXTMH,-0.749738235,0.01941126,-0.194625393,0.386914998,-1.783280015
Nixu,Small Cap,Informationsteknik,Säkerhet & Bevakning,NIXU,-0.266086998,0.02484472,-17.81341934,1.21558404,4.073253155
Piippo,First North,Material,Förpackning,PIIPPO,-0.13333334,0.03241158,-16.81034088,0.262350291,0.576803029
Robit,Small Cap,Industri,Industrikomponenter,ROBIT,-0.074074111,0.032220609,-5.805514812,0.478153914,0.831332207
SavoSolar Oyj,First North,Kraftförsörjning,Solkraft,SAVOH,-0.226415062,0.13125,-0.264516085,0.313260406,0.583510876
Siili Solutions,Small Cap,Informationsteknik,Affärs- & IT-System,SIILI,-0.07415729,0.103734398,22.33061981,0.703800499,2.772314072
Taaleri,Mid Cap,Finans & Fastighet,Kapitalförvaltning,TAALA,-0.150684977,0.083180428,15.86894989,2.615314007,1.398007035
Talenom,Mid Cap,Industri,Affärskonsulter,TNOM,0.019230828,0.045502548,28.83045959,3.763530016,9.312153816
United Bankers,First North,Finans & Fastighet,Kapitalförvaltning,UNIAV,-0.037974708,0.043811612,17.27272987,2.351115942,2.059700012
Verkkokauppa.com,First North,Sällanköpsvaror,Detaljhandel,VERK,-0.156097536,0.03943218,19.96537971,0.308965296,4.264554977
XXL,OB Match,Sällanköpsvaror,Detaljhandel,XXL,-0.723494797,0.068241472,-4.021129131,0.132810295,0.309626698
LeoVegas,Mid Cap,Sällanköpsvaror,Betting & Casino,LEO,-0.074726586,0.025983679,27.98345947,0.820415497,3.129149914
Insr Insurance,OB Match,Finans & Fastighet,Försäkring,INSR,-0.501315804,0.090529251,-5.540125847,0.38932839,1.296126008
Bonheur,OB Match,Kraftförsörjning,Vindkraft,BON,0.114084482,0.104693203,-17.30569077,0.858598113,1.176377058
Protector,OB Match,Finans & Fastighet,Försäkring,PROTCT,-0.53636364,0.084210529,-537.3563232,0.582675815,1.19677496
Thin Film,OB Match,Informationsteknik,Elektronik & Tillverkning,THIN,-0.793814468,0.080527086,-0.142910704,6.511066914,-0.648832917
AF Gruppen,OB Match,Industri,Byggnation & Infrastruktur,AFG,-0.018633541,0.31125,18.55484009,0.700770378,7.235534191
Humana,Mid Cap,Hälsovård,Sjukhus & Vårdhem,HUM,-0.291245842,0.032378581,11.90005016,0.299610794,0.979936123
GARO,Mid Cap,Industri,Elektroniska komponenter,GARO,0.267543869,0.01903036,33.72229004,2.858839035,8.425656319
Dividend Sweden,NGM,Finans & Fastighet,Investmentbolag,DIVI B,-0.581818199,0.01276596,-3.328509092,0.521546423,0.477569789
RhoVac,Spotlight,Hälsovård,Biotech,RHOVAC,-0.65625,0.0292887,-3.052079916,17.52014923,0.74956888
Polygiene,First North,Sällanköpsvaror,Kläder & Skor,POLYG,0.002624669,0.038920319,-30.31745911,2.196346045,4.549450874
AddLife,Mid Cap,Hälsovård,Biotech,ALIF B,0.202380943,0.078459339,59.34775925,2.405275106,5.669342995
Ocean Yield,OB Match,Energi,Olja & Gas - Transport,OCY,-0.617199364,0.025263159,-10.52610016,1.781610012,0.530314684
Kvaerner,OB Match,Energi,Olja & Gas - Service,KVAER,-0.504811249,0.172302399,7.724280834,0.199248195,0.531642616
StrongPoint,OB Match,Industri,Säkerhet,STRONG,0.168421097,0.01849376,15.4574604,0.443054706,1.86648798
Atea,OB Match,Informationsteknik,IT-Konsulter,ATEA,-0.288549633,0.0531496,19.24148941,0.278214306,3.316405058
Wallenius Wilhelmsen,OB Match,Industri,Sjöfart & Rederi,WALWIL,-0.667326736,0.092352095,5.265357018,0.125263304,0.182843298
Stolt-Nielsen,OB Match,Industri,Sjöfart & Rederi,SNI,-0.274582615,0.212877407,26.21083069,0.270711094,0.400906414
Tomra Systems,OBX,Industri,Energi & Återvinning,TOM,0.185907078,0.035762119,56.9474411,5.010916233,9.225736618
Veidekke,OB Match,Industri,Byggnation & Infrastruktur,VEI,-0.08868825,0.041848302,17.19886971,0.313693613,2.869299889
Kongsberg Gruppen,OB Match,Industri,Militär & Försvar,KOG,0.04647438,0.02661267,33.58103943,0.97615099,1.835026979
SalMar,OBX,Dagligvaror,Fiskodling,SALM,-0.002232203,0.0224805,18.32008934,3.724601984,5.060135841
Napatech,OB Match,Informationsteknik,Kommunikation,NAPA,0.67391304,0.042843232,-10.6294899,0.847185194,1.842345953
Bang & Olufsen,Mid Cap,Sällanköpsvaror,Hemelektronik,BO,-0.639182281,0.03445652,-1.826177001,0.401806086,0.946134925
Flugger,Small Cap,Material,Kemikalier,FLUG B,-0.013888888,0.004136505,17.1617794,0.449150205,1.088842988
Roblon,Small Cap,Material,Kemikalier,RBLN B,-0.039325843,0.021864951,-103.3420029,0.91992718,1.195989013
Xintela,First North,Hälsovård,Biotech,XINT,-0.412751694,0.02727273,-3.17373991,24.32559013,14.81766033
ABG Sundal Collier,OB Match,Finans & Fastighet,Nischbanker,ASC,-0.186101284,0.056636162,7.153209209,1.203516006,2.35373497
Hiddn Solutions,OB Match,Informationsteknik,Säkerhet & Bevakning,HIDDN,-0.920555573,0.062663178,-0.159682006,0.33341229,-2.984328032
Akastor,OB Match,Energi,Olja & Gas - Service,AKA,-0.694809952,0.037373741,-226.9022064,0.211114302,0.260000914
Aker,OBX,Finans & Fastighet,Investmentbolag,AKER,-0.64291069,0.039315,-11.53240013,0.362603903,0.93843168
AKVA Group,OB Match,Dagligvaror,Fiskodling,AKVA,-0.188953533,0.175531902,126.8470001,0.603224099,1.881667018
American Shipping,OB Match,Industri,Sjöfart & Rederi,AMSC,-0.281899109,0.010780571,40.21269989,1.992122054,0.998490393
AqualisBraemar,OB Standard,Energi,Olja & Gas - Service,AQUA,-0.280575562,0.013422821,2.127509117,0.349145502,0.40390119
Archer,OB Match,Energi,Olja & Gas - Borrning,ARCHER,-0.6775,0.032146959,-0.635893106,0.03266418,0.279815108
Austevoll Seafood,OB Match,Dagligvaror,Fiskodling,AUSS,-0.219028721,0.04012589,12.72157955,0.684359491,0.684671819
Avocet Mining,OB Standard,Material,Gruv - Guld & Silver,AVM,-0.040123491,0.02690583,-0.84350419,0.062800713,-0.05668604
Belships,OB Match,Industri,Sjöfart & Rederi,BEL,-0.136690626,0.01713502,34.46295166,0.780437112,0.792093873
Solon Eiendom,OB Match,Finans & Fastighet,Fastighetsbolag,SOLON,-0.302777767,0.037561581,12.12325954,1.02331996,1.430112958
Biotec Pharmacon,OB Match,Hälsovård,Biotech,BIOTEC,0.832535934,0.06481482,-60.79365158,4.386970997,7.828940868
Techstep,OB Standard,Informationsteknik,Affärs- & IT-System,TECH,-0.353383484,0.043737569,-6.529993057,0.371015191,0.923915625
Wilh. Wilhelmsen B,OB Match,Industri,Sjöfart & Rederi,WWIB,-0.281786938,0.123583899,4.883701801,0.654990017,0.296139091
Borgestad,OB Match,Finans & Fastighet,Fastighetsbolag,BOR,-0.230769215,0.363790207,-1.760349035,0.09592738,0.192667603
Borregaard,OB Match,Material,Kemikalier,BRG,0.03555053,0.067857141,21.65468025,1.783527017,2.731396914
BW Offshore Limited,OBX,Energi,Olja & Gas - Service,BWO,-0.544936104,0.01625442,5.997148991,0.4296242,0.339634389
ContextVision,OB Match,Hälsovård,Medicinsk Utrustning,COV,0.213986053,0.04594017,99.75865173,7.742897034,11.15869999
Simris Alg,First North,Dagligvaror,Hälsoprodukter,SIMRIS B,-0.830508499,0.008176376,-0.522629917,7.712563992,0.371507496
DOF,OB Match,Energi,Olja & Gas - Service,DOF,-0.848207169,0.01490757,-0.183517203,0.03552961,0.071767703
Eidesvik Offshore,OB Standard,Industri,Sjöfart & Rederi,EIOF,-0.419047623,0.023786199,-1.894899964,0.333748102,0.178242907
Electromagnetic Geoservices,OB Match,Energi,Olja & Gas - Service,EMGS,-0.75187973,0.05450417,0.659933984,0.111052997,0.621391773
Entra,OB Match,Finans & Fastighet,Fastighetsbolag,ENTRA,-0.056923089,0.038684721,7.644821167,9.632857323,0.997856379
Funcom,OB Match,Sällanköpsvaror,Gaming & Spel,FUNCOM,-0.049943304,0.071351352,-531.4285889,5.52957201,3.178039074
Gaming Innovation,OB Match,Sällanköpsvaror,Betting & Casino,GIG,-0.761593323,0.01773717,-0.569165707,0.299407989,1.655161023
Golden Ocean,OBX,Industri,Sjöfart & Rederi,GOGL,-0.217409935,0.060018749,16.18050957,0.852531672,0.397594601
Goodtech,OB Match,Industri,Affärskonsulter,GOD,0.127659664,0.01396495,27.79233932,0.269747287,0.527468324
Grieg Seafood,OB Match,Dagligvaror,Fiskodling,GSF,0.038387718,0.007619048,19.21641922,1.438701987,2.923501015
Havila Shipping,OB Match,Energi,Olja & Gas - Service,HAVI,-0.227748661,0.020771511,-0.218776196,0.093881689,-0.067795306
Hexagon Composites,OB Match,Material,Förpackning,HEX,-0.249450588,0.024203689,42.14097977,1.332556963,2.114500046
Höegh LNG,OB Match,Energi,Olja & Gas - Transport,HLNG,-0.716985931,0.028937581,-3.214015961,0.283508986,0.240452006
IDEX Biometrics,OB Match,Informationsteknik,Biometri,IDEX,-0.643962021,0.02807775,-2.749371052,210.6210938,5.014883995
InterOil Exploration,OB Match,Energi,Olja & Gas - Exploatering,IOX,-0.68,0.03959276,-2.338326931,0.570049822,-1.935359955
Jinhui Shipping,OB Match,Industri,Sjöfart & Rederi,JIN,-0.45989975,0.009557679,12.08637047,0.764823675,0.214932799
Kongsberg Automotive,OB Match,Industri,Industrikomponenter,KOA,-0.837249985,0.007423848,1.868005991,0.04601527,0.191397801
Sydsvenska Hem,Spotlight,Finans & Fastighet,Fastighetsbolag,SYDSV,-0.044247789,0.0195157,9.713017464,5.719454765,0.997752011
Hoivatilat,Mid Cap,Finans & Fastighet,Fastighetsbolag,HOIVA,0.787330322,0.054120541,14.14756012,17.16798019,2.15684104
Plejd,Spotlight,Industri,Elektroniska komponenter,PLEJD,-0.182407379,0.01297648,-31.05656052,2.935873985,2.895118952
Vadsbo SwitchTech,Spotlight,Industri,Elektroniska komponenter,VADS,-0.430769234,0.0153386,-4.488111973,0.769550979,3.050548077
Litium,Spotlight,Informationsteknik,Affärs- & IT-System,LITI,0.083333292,0.01184211,-6.954350927,2.498765405,3.457416914
Nepa,First North,Informationsteknik,Affärs- & IT-System,NEPA,-0.629629631,0.00952381,-6.870963097,0.587034225,3.116775036
Resurs Holding,Large Cap,Finans & Fastighet,Kredit & Finansiering,RESURS,-0.515270958,0.036092939,4.865907192,1.604689002,0.826746523
Leroy Seafood,OBX,Dagligvaror,Fiskodling,LSG,-0.151125422,0.032085559,16.93828011,1.539962053,1.77087903
Multiconsult,OB Standard,Industri,Affärskonsulter,MULTI,-0.230529537,0.01072633,37.94746017,0.387771189,2.291517019
Navamedic,OB Match,Hälsovård,Läkemedel,NAVA,0.40151516,0.043477321,-12.38368988,1.065179944,2.535409927
NEL,OBX,Kraftförsörjning,Förnybarenergi,NEL,1.027824631,0.006549959,-53.68304062,25.41324043,7.840332985
Axactor,OB Match,Finans & Fastighet,Kredit & Finansiering,AXA,-0.674311905,0.00973758,7.821968079,0.447810799,0.338158101
Norway Royal Salmon,OB Match,Dagligvaror,Fiskodling,NRS,0.174302311,0.031948881,24.88256073,1.739238977,2.934547901
Norwegian Energy,OB Match,Energi,Olja & Gas - Exploatering,NOR,-0.478079338,0.268907604,-5.309885025,42.22618866,-9.334210396
Norwegian Property,OB Match,Finans & Fastighet,Fastighetsbolag,NPRO,0.004587174,0.028968711,5.965026855,5.371181011,0.729299605
NRC Group,OB Match,Industri,Byggnation & Infrastruktur,NRC,-0.478632469,0.02118644,-26.9911499,0.270215303,0.819913507
Odfjell ser. B,OB Match,Industri,Sjöfart & Rederi,ODFB,-0.235714302,0.065252848,-5.310041904,0.222795397,0.352584213
Odfjell Drilling,OB Match,Energi,Olja & Gas - Borrning,ODL,-0.774462204,0.0925,4.358905792,0.216144904,0.167482197
Olav Thon,OB Match,Finans & Fastighet,Fastighetsbolag,OLT,-0.22012579,0.026077509,7.194452763,4.419370174,0.482295305
Panoro Energy,OB Match,Energi,Olja & Gas - Exploatering,PEN,-0.616510544,0.02806123,4.615927219,0.981457889,0.65014112
Petrolia,OB Standard,Energi,Olja & Gas - Service,PSE,-0.249999981,0.063663082,2.935061932,0.265936494,0.371997207
Photocure,OB Match,Hälsovård,Läkemedel,PHO,0.487858772,0.002829855,45.98485184,5.166385174,6.973617077
Polarcus,OB Match,Energi,Olja & Gas - Service,PLCS,-0.743103409,0.01916775,-1.756039977,0.061051451,0.256996393
Prosafe,OB Match,Energi,Olja & Gas - Service,PRS,-0.901190491,0.056239009,-0.03897693,0.069151938,6.494520187
Q-Free,OB Match,Informationsteknik,Kommunikation,QFR,-0.555,0.020469079,-13.65030956,0.333738089,0.836465716
Questerre Energy,OB Match,Energi,Olja & Gas - Exploatering,QEC,-0.712230225,0.038992691,4.400440216,1.419201016,0.191032901
SAS Nok,OB Match,Industri,Flygtransport,SAS NOK,-0.480285683,0.045539041,16.48241997,0.080452614,0.851331294
Incus Investor,OB Standard,Finans & Fastighet,Investmentbolag,INC,-0.257281551,0.028515241,9.139784813,0.225950301,3.575908899
Scatec Solar,OB Match,Kraftförsörjning,Solkraft,SSO,0.652648773,0.016329679,-485.4025879,10.61561012,6.147329807
