Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB
Plumas Bancorp,Nasdaq,Finans & Fastighet,Banker,PLBC,-0.26470583,0.039095621,5.898015022,2.300175905,1.069777012
Pluralsight,Nasdaq,Informationsteknik,IT-Konsulter,PS,-0.590015602,0.025324309,-11.02348995,5.869647026,10.16559029
Pluristem Therapeutics,Nasdaq,Hälsovård,Biotech,PSTI,0.335132599,0.008490566,-1.049270034,6192.100098,8.951496124
PLx Pharma,Nasdaq,Hälsovård,Biotech,PLXP,-0.461871452,0.02243386,-0.741000116,46.09238052,16.60629082
Pointer Telocation,Nasdaq,Industri,Tåg- & Lastbilstransport,PNTR,0.186480293,0.006048387,25.65954971,1.626767993,1.772308946
Polar Power,Nasdaq,Industri,Elektroniska komponenter,POLA,-0.725910034,0.04298305,18.79589081,0.402955204,0.557112992
Polarityte,Nasdaq,Hälsovård,Biotech,PTE,-0.87514183,0.07409327,-0.296920091,5.327682018,0.77377069
Pool Corp,Nasdaq,Sällanköpsvaror,Fritid & Sport,POOL,0.162115574,0.0260355,30.51711082,2.446649075,19.08452988
Popular,Nasdaq,Finans & Fastighet,Banker,BPOP,-0.342110023,0.203389797,5.229118824,1.521286011,0.571620405
Portola Pharmaceuticals,Nasdaq,Hälsovård,Biotech,PTLA,-0.789098206,0.194246902,-1.819255948,4.937119961,4.435708046
Potbelly,Nasdaq,Sällanköpsvaror,Restaurang & Café,PBPB,-0.593959694,0.007994056,-3.608350039,0.209432498,1.246309996
PotlatchDeltic,Nasdaq,Finans & Fastighet,Fastighet - REIT,PCH,-0.200102444,0.109064102,37.99903107,2.537353039,1.710618019
Powell Industries,Nasdaq,Industri,Elektroniska komponenter,POWL,-0.224908943,0.03836066,17.80279922,0.500710309,0.899564981
Power Integrations,Nasdaq,Informationsteknik,Elektronik & Tillverkning,POWI,0.286019802,0.061538458,14.82886028,6.731779099,3.908448935
PRA Group,Nasdaq,Finans & Fastighet,Kredit & Finansiering,PRAA,0.012359142,0.136085596,14.73233032,1.24359405,1.081622005
PRA Health Sciences,Nasdaq,Hälsovård,Biotech,PRAH,-0.134632406,0.039931149,23.88168907,1.82072401,5.121891975
Precipio,Nasdaq,Hälsovård,Biotech,PRPO,-0.830333328,0.07352941,-0.306455106,1.799867988,0.426216304
Predictive Oncology,Nasdaq,Hälsovård,Medicinsk Utrustning,POAI,-0.777659454,0.02258486,-0.243543193,4.799180031,0.603182375
Preferred Bank,Nasdaq,Finans & Fastighet,Banker,PFBC,-0.29375536,0.03412322,6.444423199,2.190131903,1.062829971
Preformed Line Products,Nasdaq,Informationsteknik,Kommunikation,PLPC,-0.223032837,0.025192981,9.764456749,0.502037525,0.831686318
Premier,Nasdaq,Hälsovård,Sjukhus & Vårdhem,PINC,-0.047746897,0.01086957,3.115025043,3.13499403,2.324702024
Premier Financial Bancorp,Nasdaq,Finans & Fastighet,Banker,PFBI,-0.272455158,0.054794521,7.393208981,2.325568914,0.741286516
Presidio,Nasdaq,Informationsteknik,IT-Konsulter,PSDO,0.258529301,0.0109489,35.84539032,0.454029202,2.081787109
PRGX Global,Nasdaq,Industri,Affärskonsulter,PRGX,-0.562663193,0.035288889,-5.295606136,0.46117121,1.475729942
PriceSmart,Nasdaq,Sällanköpsvaror,Detaljhandel,PSMT,-0.010017753,0.024276531,23.72047997,0.566658199,2.292239904
PrimeEnergy,Nasdaq,Energi,Olja & Gas - Exploatering,PNRG,-0.501167068,0.05053061,18.09473038,1.231775999,1.452890992
Primo Water,Nasdaq,Dagligvaror,Drycker,PRMW,-0.016853929,0.025548389,145.3789978,1.787989974,5.670248985
Primoris Services,Nasdaq,Industri,Byggnation & Infrastruktur,PRIM,-0.237810497,0.028491621,10.28170967,0.259592801,1.28302002
Principal Financial,Nasdaq,Finans & Fastighet,Försäkring,PFG,-0.424457779,0.01395349,6.364881992,0.537024617,0.597552896
Pro Dex,Nasdaq,Hälsovård,Hälsovård & Hjälpmedel,PDEX,0.152393818,0.031120329,17.81321907,2.284292936,3.714148998
Professional Diversity Network,Nasdaq,Informationsteknik,IT-Konsulter,IPDN,-0.393333321,0.069879522,-0.721077681,1.320505023,2.27895999
Profire Energy,Nasdaq,Energi,Olja & Gas - Service,PFIE,-0.593567543,0.02911628,17.90237999,0.914517522,0.765468299
Progenics Pharmaceuticals,Nasdaq,Hälsovård,Biotech,PGNX,-0.22433466,0.029176469,-5.0949049,10.09445953,7.586295128
Progress Software,Nasdaq,Informationsteknik,Affärs- & IT-System,PRGS,-0.199346428,0.072258062,43.84917831,3.795917034,5.016729832
Proofpoint,Nasdaq,Informationsteknik,IT-Konsulter,PFPT,-0.057201147,0.069784169,-49.58372116,7.386734009,11.0731802
ProPhase Labs,Nasdaq,Dagligvaror,Livsmedel,PRPH,-0.3193186,0.03979058,-6.738645077,2.121124029,1.86521399
ProQR Therapeutics,Nasdaq,Hälsovård,Biotech,PRQR,-0.629488182,0.037249279,-3.142209053,120.7595978,2.474654913
Prospect Capital,Nasdaq,Finans & Fastighet,Fondförvaltning,PSEC,-0.327794571,0.030519481,12.09239006,2.481183052,0.513762176
Protagonist Therapeutics,Nasdaq,Hälsovård,Biotech,PTGX,-0.356435585,0.02119205,-2.398603916,842.4495239,2.433667898
Proteostasis Therapeutics,Nasdaq,Hälsovård,Biotech,PTI,0.052631497,0.048435621,-1.210862994,14.59265041,1.16969502
Prothena,Nasdaq,Hälsovård,Biotech,PRTA,0.050179243,0.06347826,-6.017354012,574.4614258,1.713358998
Providence Service,Nasdaq,Hälsovård,Sjukhus & Vårdhem,PRSC,-0.09052187,0.050446792,-82.7977829,0.514087498,1.966606975
Provident Bancorp,Nasdaq,Finans & Fastighet,Banker,PVBC,-0.229007664,0.009929732,14.57705975,3.291784048,0.734637082
Provident Financial,Nasdaq,Finans & Fastighet,Banker,PROV,-0.354361763,0.030601089,17.94766045,2.215986967,0.791984022
Prudential Bancorp,Nasdaq,Finans & Fastighet,Nischbanker,PBIP,-0.267981415,0.01959707,11.23676014,2.445913076,0.788369775
Psychemedics,Nasdaq,Hälsovård,Sjukhus & Vårdhem,PMD,-0.62154007,0.03877018,19.63489914,0.802423477,1.797485948
PTC Inc,Nasdaq,Informationsteknik,Affärs- & IT-System,PTC,-0.345775414,0.01773585,-616.6348267,5.833250046,5.969915867
PTC Therapeutics,Nasdaq,Hälsovård,Biotech,PTCT,0.265829563,0.02666667,-11.08588982,9.559329033,4.937530994
Pulmatrix,Nasdaq,Hälsovård,Biotech,PULM,0.428571472,0.050372882,-1.299968004,4.044419765,2.903290987
Puma Biotechnology,Nasdaq,Hälsovård,Biotech,PBYI,-0.755536118,0.01888412,-4.30278492,1.208094001,18.83499908
Pure Cycle,Nasdaq,Kraftförsörjning,Vattenförsörjning,PCYO,-0.009737134,0.161616192,23.70628929,8.470005035,2.989011049
Purple Innovation,Nasdaq,Sällanköpsvaror,Möbler & Inredning,PRPL,0.498076935,0.055905509,-19.35404015,0.97999227,-178.3294983
Pyxis Tankers,Nasdaq,Industri,Sjöfart & Rederi,PXS,-0.472837868,0.006293706,-1.982215047,0.600767791,0.521034598
QAD Inc,Nasdaq,Informationsteknik,Affärs- & IT-System,QADA,-0.04449439,0.007179676,-53.31661987,2.795217037,7.484385014
QCR Holdings,Nasdaq,Finans & Fastighet,Banker,QCRH,-0.202621822,0.089905252,7.782598972,2.049603939,0.82725209
Qualcomm,Nasdaq,Informationsteknik,Elektronik & Tillverkning,QCOM,0.36172081,0.06957747,22.10976028,4.474942207,19.64096069
NextGen Healthcare Inc,Nasdaq,Informationsteknik,IT-Konsulter,NXGN,-0.418874207,0.02346833,42.87459183,1.284399986,1.730635047
Qualstar,Nasdaq,Informationsteknik,Datorer & Hårdvara,QBAK,-0.65984024,0.02441314,-541.666687,0.279317588,0.556688428
Qualys,Nasdaq,Informationsteknik,IT-Konsulter,QLYS,0.298619499,0.0173913,63.94752884,13.05335045,10.85319996
Quanterix,Nasdaq,Hälsovård,Biotech,QTRX,-0.030396521,0.818181763,-13.53711987,10.90614986,4.809257984
Quest Resource Holding,Nasdaq,Industri,Energi & Återvinning,QRHC,-0.189189186,0.04643261,-416.666687,0.232971907,0.374072909
QuickLogic,Nasdaq,Informationsteknik,Elektronik & Tillverkning,QUIK,-0.703809509,0.034810131,-1.543118,2.513036966,1.874369979
Quidel,Nasdaq,Hälsovård,Medicinsk Utrustning,QDEL,0.544103966,0.06360424,56.9278717,7.727995872,7.383852005
QuinStreet,Nasdaq,Sällanköpsvaror,Marknadsföring,QNST,-0.321267014,0.001633803,67.92453003,0.962367713,1.987125993
Qumu,Nasdaq,Informationsteknik,Datorer & Hårdvara,QUMU,-0.247311821,0.06297143,-3.388190031,1.122236013,2.788218975
Quorvo,Nasdaq,Informationsteknik,Elektronik & Tillverkning,QRVO,0.163751717,0.01621622,31.14447021,3.319257021,2.395906925
Quotient,Nasdaq,Hälsovård,Hälsovård & Hjälpmedel,QTNT,-0.243032341,0.059463181,-4.392548084,16.90434074,30.1774807
Qurate Retail,Nasdaq,Sällanköpsvaror,Detaljhandel,QRTEA,-0.561873932,0.01846344,-6.913064003,0.229806498,0.638995111
R1 RCM,Nasdaq,Hälsovård,Sjukhus & Vårdhem,RCM,-0.136363621,0.003111111,-121.794899,0.913246989,4.381886005
Ra Pharmaceuticals,Nasdaq,Hälsovård,Biotech,RARX,1.142633896,0.01569187,-20.73487091,755.4733276,8.646695137
Rada Electronics Industries,Nasdaq,Informationsteknik,Kommunikation,RADA,0.356922989,0.01090909,-87.84860229,3.825630903,4.094497204
Radcom,Nasdaq,Informationsteknik,Datorer & Hårdvara,RDCM,-0.121706371,0.046551719,-14.11859989,2.923460007,1.306395054
Radius Health,Nasdaq,Hälsovård,Biotech,RDUS,-0.398945923,0.127355099,-4.53884697,3.495217085,-14.32816982
RadNet,Nasdaq,Hälsovård,Sjukhus & Vårdhem,RDNT,-0.098398151,0.05234375,40.24515152,0.515271127,3.920723915
Radware,Nasdaq,Informationsteknik,Affärs- & IT-System,RDWR,-0.174542656,0.03084223,46.57062912,4.037559986,2.574440002
Ramaco Resources,Nasdaq,Material,Gruv - Industrimetaller,METC,-0.520069847,0.055138431,4.503767014,0.488973111,0.661841273
Rambus,Nasdaq,Informationsteknik,Elektronik & Tillverkning,RMBS,0.094024544,0.030549901,-15.27606964,6.231552124,1.437852025
Rand Capital,Nasdaq,Finans & Fastighet,Kapitalförvaltning,RAND,-0.276666641,0.01574074,-7.138157845,11.67173958,0.593005598
Randolph Bancorp,Nasdaq,Finans & Fastighet,Banker,RNDB,-0.386666641,0.02988611,14.44723988,2.033509016,0.653914988
Rapid7,Nasdaq,Informationsteknik,Affärs- & IT-System,RPD,-0.153567314,0.045637579,-40.15747833,6.773438931,26.62748909
Rave Restaurant,Nasdaq,Sällanköpsvaror,Restaurang & Café,RAVE,-0.566978226,0.01723757,-12.30088997,0.888313174,2.255358934
Raven Industries,Nasdaq,Industri,Industrimaskiner,RAVN,-0.461167564,0.01895461,21.8460598,1.985252023,2.413563967
RBB Bancorp,Nasdaq,Finans & Fastighet,Banker,RBB,-0.303589764,0.049455991,7.05931282,1.919348001,0.667339623
RBC Bearings,Nasdaq,Industri,Industrikomponenter,ROLL,0.009727478,0.05144897,26.28997993,4.522679806,3.033179045
RCI Hospitality,Nasdaq,Sällanköpsvaror,Restaurang & Café,RICK,-0.606571198,0.041904759,4.829618931,0.466320008,0.516635001
RCM Technologies,Nasdaq,Industri,Byggnation & Infrastruktur,RCMT,-0.654653549,0.08630394,4.54923296,0.096830271,0.57106638
Reading International,Nasdaq,Sällanköpsvaror,Resor & Nöjen,RDI,-0.768917999,0.045732479,-3.164068937,0.290816009,0.59467423
RealNetworks,Nasdaq,Informationsteknik,Affärs- & IT-System,RNWK,-0.715679398,0.021622729,-1.550151944,0.181236893,0.804467618
RealPage,Nasdaq,Informationsteknik,Affärs- & IT-System,RP,-0.087352753,0.02365145,96.08006287,5.569769859,4.692275047
Reata Pharmaceuticals,Nasdaq,Hälsovård,Biotech,RETA,0.703261948,0.049141631,-15.26947975,182.3771973,18.8279705
Recon Technology,Nasdaq,Energi,Olja & Gas - Service,RCON,-0.62,0.078740158,-2.010795116,0.555438519,0.594759524
Recro Pharma,Nasdaq,Hälsovård,Biotech,REPH,0.098198051,0.051361871,39.94182968,1.936104059,-28.62013054
Red Robin Gourmet Burgers,Nasdaq,Sällanköpsvaror,Restaurang & Café,RRGB,-0.639688835,0.045029941,-17.8501091,0.1069699,0.390177697
Red Rock Resorts,Nasdaq,Sällanköpsvaror,Betting & Casino,RRR,-0.62365593,0.1467945,-217.8423004,0.663372874,2.459621906
Red Violet,Nasdaq,Informationsteknik,Affärs- & IT-System,RDVT,1.925170135,0.055555549,-20.89204025,8.202740669,5.903151035
Redfin,Nasdaq,Finans & Fastighet,Fastighetsbolag,RDFN,-0.149890127,0.024667749,-21.9199791,2.306566,5.426679134
Regeneron Pharmaceuticals,Nasdaq,Hälsovård,Biotech,REGN,0.370554199,0.095419846,28.42734909,7.360402107,5.219058037
Regenxbio,Nasdaq,Hälsovård,Biotech,RGNX,-0.354692764,0.035862069,-13.26103973,35.94942093,2.813447952
Regulus Therapeutics,Nasdaq,Hälsovård,Biotech,RGLS,-0.569727287,0.0325985,-0.439379901,1.456110954,0.497034788
Reliant Bancorp,Nasdaq,Finans & Fastighet,Banker,RBNC,-0.462255783,0.024534409,8.435497284,1.713798046,0.606504023
Reliv,Nasdaq,Dagligvaror,Livsmedel,RELV,-0.37878788,0.06161972,-11.27700996,0.142978907,0.451481611
Remark,Nasdaq,Informationsteknik,Affärs- & IT-System,MARK,-0.699270096,0.003079126,-0.803745627,0.736771405,-0.986612082
Renasant,Nasdaq,Finans & Fastighet,Banker,RNST,-0.315639324,0.036258659,8.331306458,2.512778044,0.641384006
Renewable Energy,Nasdaq,Kraftförsörjning,Bioenergi,REGI,-0.023574769,0.055378151,2.529620886,0.336061507,0.784226418
Rent-A-Center,Nasdaq,Sällanköpsvaror,Detaljhandel,RCII,-0.096632481,0.01644815,5.968080044,0.379495412,2.207577944
Repligen,Nasdaq,Hälsovård,Medicinsk Utrustning,RGEN,0.872055664,0.043385839,241.1170044,20.21697044,5.155405998
Republic Bancorp,Nasdaq,Finans & Fastighet,Banker,RBCAA,-0.321104889,0.009965338,7.251019955,2.345686913,0.862111628
Republic First Bancorp,Nasdaq,Finans & Fastighet,Banker,FRBK,-0.600725937,0.02957747,-36.97478867,1.235028982,0.519770026
Research Frontiers,Nasdaq,Sällanköpsvaror,Möbler & Inredning,REFR,0.126760597,0.057407408,-18.9125309,47.96055984,10.63055992
Resonant,Nasdaq,Informationsteknik,Elektronik & Tillverkning,RESN,-0.517799377,0.015834351,-1.464229941,67.21460724,5.063830853
Resources Connection,Nasdaq,Industri,Affärskonsulter,RECN,-0.376058121,0.039152119,9.877488136,0.469250202,1.095520973
Restoration Robotics,Nasdaq,Hälsovård,Medicinsk Utrustning,HAIR,-0.797894745,0.01793722,-0.080516651,0.099772319,0.148500398
Retail Opportunity,Nasdaq,Finans & Fastighet,Fastighet - REIT,ROIC,-0.479638023,0.00748503,23.90851974,3.63260293,0.908775985
ReTo Eco-Solutions,Nasdaq,Industri,Byggmaterial,RETO,-0.684523849,0.05272727,-16.8253994,0.326559097,0.250601411
Retrophin,Nasdaq,Hälsovård,Biotech,RTRX,-0.271409149,0.0168446,-4.649549007,3.951622009,3.132378101
ReWalk Robotics,Nasdaq,Hälsovård,Medicinsk Utrustning,RWLK,-0.716666718,0.060091739,-0.378015786,1.532114029,0.692578077
Revance Therapeutics,Nasdaq,Hälsovård,Biotech,RVNC,0.141630888,0.02237062,-4.35078907,2023.970947,3.707039118
Reven Housing,Nasdaq,Finans & Fastighet,Fastighet - REIT,RVEN,0.302798996,0.05294117,-15.53398037,5.564068794,1.953894019
Revolution Lighting Technologies,Nasdaq,Informationsteknik,Kommunikation,RVLT,-0.879494095,0.05151515,-0.124537602,0.046737488,0.091553323
RF Industries,Nasdaq,Industri,Elektroniska komponenter,RFIL,-0.193650837,0.03688571,17.23786926,0.867111087,1.54974699
RGC Resources,Nasdaq,Kraftförsörjning,Gasförsörjning,RGCO,0.051777482,0.047011948,21.44488907,3.307218075,2.550340891
Ribbon Communications,Nasdaq,Informationsteknik,Kommunikation,RBBN,-0.409001961,0.011600929,-2.547662973,0.592468321,0.690371394
RiceBran Technologies,Nasdaq,Dagligvaror,Livsmedel,RIBT,-0.631746063,0.03383028,-2.73326993,1.979943991,1.479079008
Richardson Electronics,Nasdaq,Industri,Elektroniska komponenter,RELL,-0.35016613,0.062724009,-7.370007992,0.319753796,0.42499581
Rigel Pharmaceuticals,Nasdaq,Hälsovård,Biotech,RIGL,-0.25506073,0.026315789,-4.604605198,5.21349287,5.743706226
RigNet,Nasdaq,Energi,Olja & Gas - Service,RNET,-0.844293976,0.009433962,-1.666839004,0.132410705,0.688454807
Rimini Street,Nasdaq,Informationsteknik,IT-Konsulter,RMNI,-0.255278282,0.008505747,-32.38731003,0.931897521,-2.869415998
Riot Blockchain,Nasdaq,Finans & Fastighet,Kapitalförvaltning,RIOT,-0.780911102,0.01041667,-0.987775087,3.705387115,0.965388715
Riverview Bancorp,Nasdaq,Finans & Fastighet,Banker,RVSB,-0.328042336,0.007586207,6.758015156,2.28076601,0.792572796
RMR Group,Nasdaq,Finans & Fastighet,Fastighetsbolag,RMR,-0.542073746,0.07931355,14.87053013,1.534083962,3.109400988
Rockwell Medical,Nasdaq,Hälsovård,Läkemedel,RMTI,-0.5264151,0.01345029,-4.480543137,2.676892996,8.076037407
Rocky Brands,Nasdaq,Sällanköpsvaror,Kläder & Skor,RCKY,-0.229397774,0.047091408,8.285762787,0.529033005,0.868809819
Rocky Mountain Chocolate,Nasdaq,Dagligvaror,Livsmedel,RMCF,-0.565032005,0.01855422,13.02266026,0.737757087,1.205132008
Roku,Nasdaq,Sällanköpsvaror,Media & Publicering,ROKU,0.885486755,0.039793279,-204.7866058,11.31400967,18.28772926
Rosehill Resources,Nasdaq,Energi,Olja & Gas - Exploatering,ROSE,-0.918618927,0.013755161,-0.197259903,0.046592869,0.041971449
Ross Stores,Nasdaq,Sällanköpsvaror,Kläder & Skor,ROST,-0.065728664,0.02199513,19.78211021,2.023546934,9.66163063
Royal Gold,Nasdaq,Material,Gruv - Guld & Silver,RGLD,0.136668091,0.066115699,41.31715012,14.72749996,3.109148979
RTI Surgical,Nasdaq,Hälsovård,Medicinsk Utrustning,RTIX,-0.584291153,0.032809589,-12.59430981,0.535063207,0.534238815
Rubicon Technology,Nasdaq,Informationsteknik,Elektronik & Tillverkning,RBCN,-0.015075743,0.047407408,-18.41501045,5.978099823,0.634043574
Rush Enterprises,Nasdaq,Sällanköpsvaror,Bil & Motor,RUSHA,-0.230224133,0.020860209,8.934826851,0.209756896,1.05102396
Ruths Hospitality,Nasdaq,Sällanköpsvaror,Restaurang & Café,RUTH,-0.67712471,0.00109571,5.658802032,0.493656397,2.454129934
Phio Pharmaceuticals,Nasdaq,Hälsovård,Biotech,PHIO,-0.920608826,0.059683309,-0.0998386,61.5210495,0.224763796
S&T Bancorp,Nasdaq,Finans & Fastighet,Banker,STBA,-0.317079239,0.072861948,9.752218246,3.405689001,0.915663183
S&W Seed,Nasdaq,Dagligvaror,Jordbruk,SANW,-0.210526295,0.058536592,-3.576013088,0.724441111,0.730910718
Sabra Health Care,Nasdaq,Finans & Fastighet,Fastighet - REIT,SBRA,-0.320630074,0.01298701,36.45037842,4.612415791,0.786487699
Sabre,Nasdaq,Informationsteknik,Affärs- & IT-System,SABR,-0.722349167,0.01995062,10.46331024,0.418346405,1.770797014
SAExploration,Nasdaq,Energi,Olja & Gas - Service,SAEX,-0.687664032,0.05597332,-0.251921207,0.02172423,-0.143980697
Safety Insurance,Nasdaq,Finans & Fastighet,Försäkring,SAFT,-0.101837635,0.026474819,12.71111965,1.440752029,1.562474966
SAGE Therapeutics,Nasdaq,Hälsovård,Biotech,SAGE,-0.837045746,0.048964219,-2.077480078,209.9862976,1.526679993
Saia,Nasdaq,Industri,Tåg- & Lastbilstransport,SAIA,0.161208744,0.004521477,18.13426971,1.13240397,2.481895924
Salem Media,Nasdaq,Sällanköpsvaror,Media & Publicering,SALM,-0.58412014,0.085043564,-0.922505677,0.101837002,0.136327103
Salisbury Bancorp,Nasdaq,Finans & Fastighet,Banker,SAL,-0.162561531,2.346947021,8.654923439,2.213176012,0.84537071
Sanderson Farms,Nasdaq,Dagligvaror,Livsmedel,SAFM,-0.117992821,0.029000001,84.72662354,0.777023077,1.997324944
Sandy Spring Bancorp,Nasdaq,Finans & Fastighet,Banker,SASR,-0.301807232,0.106041498,7.137797832,2.330226898,0.715474427
Sangamo Therapeutics,Nasdaq,Hälsovård,Biotech,SGMO,-0.384046097,0.022641511,-8.822143555,8.480449677,2.008155107
Sanmina,Nasdaq,Informationsteknik,Elektronik & Tillverkning,SANM,-0.155541716,0.010588239,13.80990982,0.243663505,1.144189
Sapiens International,Nasdaq,Informationsteknik,Affärs- & IT-System,SPNS,0.341836815,0.03333333,40.60208893,3.240554094,4.715258121
Sarepta Therapeutics,Nasdaq,Hälsovård,Biotech,SRPT,-0.037790418,0.041025639,-11.63819981,22.31858063,10.38840008
SB Financial,Nasdaq,Finans & Fastighet,Banker,SBFG,-0.173649368,0.009663169,10.79037952,2.620852947,0.855040371
SB One Bancorp,Nasdaq,Finans & Fastighet,Banker,SBBX,-0.238605862,0.026949999,7.091431141,1.937337995,0.800387084
SBA Communications,Nasdaq,Finans & Fastighet,Fastighet - REIT,SBAC,0.481639137,0.192907791,236.1188965,16.78918076,-9.223934174
ScanSource,Nasdaq,Informationsteknik,Datorer & Hårdvara,SCSC,-0.39968811,0.06236897,13.03759003,0.152050301,0.631199419
Schmitt Industries,Nasdaq,Industri,Mätning & Analys,SMIT,0.238318558,0.039189191,-9.388124466,1.511154056,0.843087375
Schnitzer Steel Industries,Nasdaq,Material,Gruv - Industrimetaller,SCHN,-0.419147263,0.023391809,16.95830917,0.201678693,0.574904919
Scholar Rock Holding,Nasdaq,Hälsovård,Läkemedel,SRRK,-0.046410918,0.013274339,-8.320734024,22.40427971,4.0664711
Scholastic,Nasdaq,Sällanköpsvaror,Media & Publicering,SCHL,-0.312609196,0.04476635,-63.66790009,0.564152777,0.78827858
Scientific Games,Nasdaq,Sällanköpsvaror,Betting & Casino,SGMS,-0.528805618,0.267317104,-7.197023869,0.278129399,-0.42750451
Scynexis,Nasdaq,Hälsovård,Läkemedel,SCYX,-0.453551941,0.08,-1.044167995,805.0718994,7.554378033
SeaChange,Nasdaq,Informationsteknik,Affärs- & IT-System,SEAC,0.962120972,0.032550459,-10.71133041,1.420963049,1.911066055
Seacoast Banking of Florida,Nasdaq,Finans & Fastighet,Banker,SBCF,-0.326180229,0.007976879,9.927284241,3.348658085,0.984658778
Seagate Technology,Nasdaq,Informationsteknik,Datorer & Hårdvara,STX,0.035433888,0.202932491,8.310038567,1.347591996,7.33296299
Seanergy Maritime,Nasdaq,Industri,Sjöfart & Rederi,SHIP,-0.96661438,0.05402843,-0.195176303,0.04630585,0.134148598
Sears Hometown & Outlet,Nasdaq,Sällanköpsvaror,Detaljhandel,SHOS,0.307692413,0.006578947,-1.048120975,0.079188362,0.817180693
SeaSpine,Nasdaq,Hälsovård,Medicinsk Utrustning,SPNE,-0.359501114,0.062945371,-4.218002796,1.04946804,1.52106905
Seattle Genetics,Nasdaq,Hälsovård,Biotech,SGEN,0.586034546,0.026737969,-129.1362,23.22551918,11.34747982
Second Sight Medical Products,Nasdaq,Hälsovård,Medicinsk Utrustning,EYES,-0.802927933,0.100140495,-0.766233206,8.101582527,3.762921095
Secureworks,Nasdaq,Informationsteknik,IT-Konsulter,SCWX,-0.318613777,0.1004706,-31.00992012,1.790817022,1.484377027
Security National Financial,Nasdaq,Finans & Fastighet,Försäkring,SNFCA,-0.006000042,0.0074191,8.73308754,0.331824511,0.477485895
SEI Investments,Nasdaq,Finans & Fastighet,Kapitalförvaltning,SEIC,-0.15548193,0.170454502,15.00650024,4.39736414,4.172554016
Select Bancorp,Nasdaq,Finans & Fastighet,Banker,SLCT,-0.350211029,0.01486726,11.26060009,2.414908886,0.663338125
Selecta Biosciences,Nasdaq,Hälsovård,Biotech,SELB,0.033210278,0.028776979,-2.304147005,36.20064163,28.7854805
Selective Insurance,Nasdaq,Finans & Fastighet,Försäkring,SIGI,-0.21388649,0.08,11.80525017,1.114897013,1.447698951
SemiLEDs,Nasdaq,Informationsteknik,Elektronik & Tillverkning,LEDS,-0.41875,0.253225803,-3.756057978,1.052934051,2.816037893
Semtech,Nasdaq,Informationsteknik,Elektronik & Tillverkning,SMTC,-0.157468433,0.03699789,129.5771027,5.372229099,4.344992161
Seneca Foods,Nasdaq,Dagligvaror,Livsmedel,SENEA,0.524590263,0.298809509,15.93762016,0.263829887,0.782355189
SenesTech,Nasdaq,Hälsovård,Biotech,SNES,-0.866198349,0.0248366,-0.421027988,32.03356171,1.784494996
Diversified Healthcare,Nasdaq,Finans & Fastighet,Fastighet - REIT,DHC,-0.637850533,0.03151515,-8.346796036,0.709011018,0.269496113
Senmiao Technology,Nasdaq,Finans & Fastighet,Kredit & Finansiering,AIHS,-0.89975769,0.05543478,-8.854085922,0.812285721,2.060471058
Sensus Healthcare,Nasdaq,Hälsovård,Medicinsk Utrustning,SRTS,-0.588770866,0.07331378,-25.88348007,1.638710976,1.595510006
Sequential Brands,Nasdaq,Sällanköpsvaror,Kläder & Skor,SQBG,-0.832792816,0.01910569,-0.349990606,0.120194703,0.107363097
Seres Therapeutics,Nasdaq,Hälsovård,Biotech,MCRB,-0.477172318,0.029324419,-2.861519098,7.21658802,-5.152892113
ServiceSource,Nasdaq,Informationsteknik,IT-Konsulter,SREV,0.153846025,0.02098299,-5.276381969,0.460793287,1.126152992
ServisFirst Bancshares,Nasdaq,Finans & Fastighet,Banker,SFBS,-0.165158386,0.01767152,10.70613003,4.050560951,1.879611969
Ideanomics,Nasdaq,Informationsteknik,IT-Konsulter,IDEX,-0.599631538,0.008615385,-0.924863219,2.555062056,3.270364046
Severn Bancorp,Nasdaq,Finans & Fastighet,Banker,SVBI,-0.302961292,0.05454545,9.395149231,1.969421983,0.743350923
SG Blocks,Nasdaq,Industri,Industrimaskiner,SGBX,-0.831205673,0.065281172,-0.208298698,1.846557021,1.264070988
Sgoco,Nasdaq,Informationsteknik,Elektronisk Utrustning,SGOC,-0.178082237,0.01759789,-3.862660885,43.01049042,0.492192805
Sharps Compliance,Nasdaq,Industri,Energi & Återvinning,SMED,1.108033447,0.01179487,120.793602,2.480505943,4.400568008
Sharpspring,Nasdaq,Informationsteknik,IT-Konsulter,SHSP,-0.66684639,0.01432911,-5.150428772,3.135601997,2.470249891
Shenandoah Telecommunications,Nasdaq,Telekommunikation,Telekomtjänster,SHEN,0.15985465,0.01056159,46.58459091,4.002478123,5.404932976
ShiftPixy,Nasdaq,Industri,Bemanning,PIXY,-0.892708282,0.040769229,-0.251358092,0.079463951,-0.30706349
Shiloh Industries,Nasdaq,Sällanköpsvaror,Bil & Motor,SHLO,-0.764388504,0.006157205,-1.631991982,0.030512471,0.192487493
Shineco,Nasdaq,Hälsovård,Läkemedel,TYHT,-0.661259842,0.056657219,-4.552381039,0.389824688,0.164969504
Shoe Carnival,Nasdaq,Sällanköpsvaror,Kläder & Skor,SCVL,-0.374713364,0.03565062,7.474554062,0.294735104,1.027390957
Shore Bancshares,Nasdaq,Finans & Fastighet,Banker,SHBI,-0.359007835,0.005471956,7.676672935,2.053874969,0.636683881
