Bolagsnamn,Bransch,PE,PS,PB
Cognex,Mätning & Analys,40.17366028,11.10507965,5.943839073
Cognizant Technology,IT-Konsulter,16.43815041,1.765498042,2.68829298
Coherent,Elektronisk Utrustning,117.9144974,2.060020924,2.158277035
Coherus Biosciences,Biotech,12.06925011,2.927737951,9.908212662
Cohu,Elektronik & Tillverkning,-9.830002785,1.169476986,1.41218996
Collectors Universe,Stödtjänster & Service,12.61273956,2.062513113,7.190279961
Collegium Pharmaceutical,Läkemedel,-28.75441933,2.216867924,7.522953987
Colony Bankcorp,Banker,10.73855019,1.886160016,0.87414062
Columbia Banking System,Banker,9.830862999,3.583389997,0.879193723
Columbia Financial,Banker,30.11167908,6.462086201,1.717162013
Columbia Sportswear,Kläder & Skor,15.20532036,1.654340982,2.721513033
Columbus McKinnon,Industrimaskiner,8.243849754,0.687399924,1.18701005
Comcast,Media & Publicering,13.60025024,1.60987401,2.1200459
Commerce Bancshares,Banker,15.67607975,6.816173077,2.010668993
Commercial Vehicle,Industrimaskiner,2.681159019,0.050581452,0.354236007
Commscope Holding,Kommunikation,-2.054425955,0.240257993,1.091856956
Communications Systems,Kommunikation,185.0746002,0.901538312,0.968382776
Community Bankers,Banker,7.20229578,1.719835043,0.723965585
Community Financial,Banker,7.58055687,1.695474029,0.676838696
Community First Bancshares,Nischbanker,143.0084991,3.401690006,0.661100626
Community Trust Bancorp,Banker,9.065171242,3.165189028,0.954355419
Community West Bancshares,Banker,6.464124203,1.111415029,0.620105386
CommVault Systems,Affärs- & IT-System,-113.1143036,2.817291021,4.638198853
Computer Programs & Systems,Medicinsk Utrustning,15.1457901,1.13223803,1.686769962
Computer Task,Affärs- & IT-System,14.35358047,0.157824695,0.939213812
ComScore,Affärs- & IT-System,-0.540246487,0.519207716,0.779180527
Comstock Holding Companies,Bostadsbyggnation,-6.501421928,0.380959898,1.765362024
Comtech Telecommunications,Kommunikation,17.62265015,0.618762076,0.761932015
Conatus Pharmaceuticals,Biotech,-0.900349677,0.471958786,0.507729173
Concert Pharmaceuticals,Biotech,-3.15556097,230.2306061,2.443974972
Conformis,Medicinsk Utrustning,-1.598963976,0.645888388,3.059307098
Conifer,Försäkring,-4.087193012,0.359741211,0.808295786
Conmed,Medicinsk Utrustning,104.5140991,3.017836094,4.056944847
Connecticut Water Service,Vattenförsörjning,-110.0141983,7.107960224,2.857323885
ConnectOne Bancorp,Banker,6.675014019,1.790526986,0.66480571
Conns,Datorer & Hårdvara,2.569605112,0.086641282,0.213251293
Consolidated Communications,Bredband & Telefoni,-20.38735962,0.323047101,1.266618013
Consolidated Water,Vattenförsörjning,26.31113052,3.248652935,1.364725947
Construction Partners,Byggnation & Infrastruktur,19.8151207,1.076553941,2.479470968
Consumer Portfolio Services,Kredit & Finansiering,7.079251766,0.103597797,0.176786199
Cool Holdings,Datorer & Hårdvara,-0.038242761,0.056303039,-0.095651053
Copart,Bil & Motor,23.12818909,7.469217777,7.822605133
Corbus Pharmaceuticals,Biotech,-5.365767002,10.73598957,63.01763916
Corcept Therapeutics,Läkemedel,15.5648098,4.47004509,3.690927982
Core Mark,Livsmedelsbutiker,21.88297081,0.074285179,2.092195988
Cornerstone OnDemand,IT-Konsulter,-469.6296082,3.356162071,12.2089901
CorVel,Sjukhus & Vårdhem,22.89368057,1.743764997,5.377295971
CoStar,Internettjänster,74.9941864,16.89554977,6.944172859
Costco Wholesale,Detaljhandel,37.16313934,0.876104414,8.350255013
County Bancorp,Banker,7.950695038,1.90555203,0.734754384
Coupa Software,Affärs- & IT-System,-108.0002975,25.99579048,21.90535927
Cowen,Kapitalförvaltning,16.87126923,0.262264907,0.339853495
Covenant Transportation,Tåg- & Lastbilstransport,16.2013607,0.152546406,0.38975361
CPI Card,Kredit & Finansiering,-2.066200972,0.032251012,-0.058832519
Cps Technologies,Elektroniska komponenter,-20.7039299,0.61520189,2.477471113
CRA International,Affärskonsulter,13.9840498,0.613417685,1.400135994
Cracker Barrel Old Country,Restaurang & Café,9.604037285,0.672842681,3.334556103
Craft Brew Alliance,Bryggeri,-23.00165939,1.543741941,2.377377987
Credit Acceptance,Kredit & Finansiering,8.478287697,3.612998962,2.284106016
Cree,Elektronik & Tillverkning,-28.63225937,4.251489162,2.152265072
Crispr Therapeutics,Biotech,41.20753098,10.15686989,3.130987883
Crocs,Kläder & Skor,13.03903961,1.203178048,11.22490978
Cross Country Healthcare,Bemanning,-4.027554035,0.283134788,1.431453943
Crown Crafts,Fritid & Sport,7.13029623,0.606153607,1.090968966
CryoPort,Flygtransport,-31.99124908,19.31792068,5.192267895
CSG Systems,IT-Konsulter,18.61541939,1.566002011,3.935358047
CSP Inc,IT-Konsulter,-37.98258972,0.50841558,1.307858944
CSW Industrials,Kemikalier,22.52453041,2.667285919,3.448904037
CSX Corp,Tåg- & Lastbilstransport,14.98250961,4.049880028,4.080301762
CTI BioPharma,Biotech,-1.361726999,16.29324913,2.300781965
CTI Industries,Bil & Motor,-0.42336601,0.07175006,1.074679017
Cue Biopharma,Biotech,-11.83784008,151.386795,9.591490746
CUI Global,Elektronisk Utrustning,-1.451104045,0.833668709,0.454218686
Cumberland Pharmaceuticals,Läkemedel,-17.40644073,1.284446955,1.194267035
Curis,Biotech,-0.722617924,2.325995922,-0.686186194
Cutera,Medicinsk Utrustning,-16.39269066,1.131307006,4.474598885
CVB Financial,Banker,13.09982014,5.939476967,1.363718987
CVD Equipment,Industrimaskiner,-3.437726974,1.117643952,0.73296088
Cyanotech,Läkemedel,-10.51060963,0.440507203,0.830916882
CyberArk Software,Affärs- & IT-System,54.24888992,7.713126183,5.362144947
CyberOptics,Elektronisk Utrustning,183.1143951,2.356575966,2.394516945
Cypress Semiconductor,Elektronik & Tillverkning,226.6412964,4.025643826,4.227015018
Cyren,Affärs- & IT-System,-2.724433899,1.376088023,2.137888908
CyrusOne,Fastighet - REIT,178.4963989,7.555648804,3.045412064
Cytokinetics,Biotech,-6.410862923,29.84152031,-73.30912781
CytomX Therapeutics,Biotech,-3.888962984,6.944591045,7.810882092
Plus Therapeutics,Biotech,-0.609580219,0.937155485,5.653633118
Cytosorbents,Medicinsk Utrustning,-12.92483044,10.09224033,73.66771698
Daily Journal,Media & Publicering,31.34795952,6.612921238,2.172413111
Daktronics,Elektronisk Utrustning,-22.90447998,0.343586713,1.146533012
DarioHealth,Medicinsk Utrustning,-0.722436786,1.969717979,0.788033009
Dasan Zhone Solutions,Datorer & Hårdvara,-7.252017975,0.351071686,1.011165023
Daseke,Tåg- & Lastbilstransport,-0.238810197,0.05057063,0.633317828
Data IO,IT-Konsulter,-22.2376709,1.218515992,1.220667005
Dave & Busters Entertainment,Restaurang & Café,4.157739162,0.276170313,2.20527792
DavidsTea,Livsmedelsbutiker,-0.533469081,0.100148402,0.71385169
Dawson Geophysical,Olja & Gas - Service,-1.927471995,0.202085197,0.285548002
Deciphera Pharmaceuticals,Biotech,-10.31284046,95.49256134,4.368632793
Del Taco Restaurants,Restaurang & Café,-1.336338043,0.308494896,0.523797214
Urban Tea,Livsmedelsbutiker,-8.800773621,29.64668083,1.301591992
Denali Therapeutics,Biotech,-9.898881912,73.7703476,4.983780861
Dennys,Restaurang & Café,4.976828098,0.996599019,-3.907953978
Dentsply Sirona,Medicinsk Utrustning,34.79003143,2.238703966,1.771268964
Assertio Therapeutics,Läkemedel,-0.293026,0.317202687,1.256070018
Dermira,Biotech,-4.094065189,12.33537006,70.59867096
Destination Maternity,Kläder & Skor,-0.109967001,0.004308401,0.073041722
Destination XL,Kläder & Skor,-2.576550007,0.036783729,0.298459291
Deswell Industries,Elektroniska komponenter,12.90528965,0.508606672,0.41999051
DexCom,Medicinsk Utrustning,256.2493896,17.41827011,29.12912941
Diamond Hill Investment,Kapitalförvaltning,6.205564022,2.393173933,1.695392013
Diamondback Energy,Olja & Gas - Exploatering,21.60704994,1.269531012,0.379834205
Diana Containerships,Sjöfart & Rederi,-0.535924911,1.095057011,0.311953694
Dicerna Pharmaceuticals,Biotech,-11.34401035,59.79404068,9.3913517
Centric Brands,Kläder & Skor,-0.159896806,0.022890219,-0.618462086
Digi International,Kommunikation,50.10470963,1.084012032,0.773370087
Digimarc,Affärs- & IT-System,-4.996417999,7.553039074,3.511055946
Digirad,Medicinsk Utrustning,-1.152673006,0.04864544,0.136486202
Digital Ally,Säkerhet & Bevakning,-1.066880941,1.070212007,-1.768846035
Digital Turbine,Affärs- & IT-System,-56.33641052,3.334656,7.3714118
Dime Community Bancshares,Banker,15.1560297,2.250020027,0.898366928
Diodes,Elektronik & Tillverkning,15.92162991,1.873886943,2.115580082
Discovery,Media & Publicering,7.737950802,1.050565004,1.183652043
DISH Network,Media & Publicering,8.575821877,0.911093712,1.009034038
Diversified Restaurant,Restaurang & Café,-7.509025097,0.2210605,-1.467738032
Dixie,Möbler & Inredning,0.672988713,0.027947919,0.142994702
DLH Holdings,Affärskonsulter,11.94668007,0.321947485,1.221554995
DMC Global,Gruv - Industrimetaller,12.80902958,1.075132966,2.482959986
DNB Financial,Banker,18.14789009,4.048045158,1.653203011
DocuSign,Affärs- & IT-System,-83.47892761,18.31761932,32.65596008
Dogness,Kläder & Skor,19.79927063,1.072463989,0.462179989
Dollar Tree,Detaljhandel,23.0175209,0.80089277,3.023232937
Dolphin Entertainment,Media & Publicering,-5.215469837,0.337792307,0.871671319
Domo,Affärs- & IT-System,-3.405606985,2.533449888,-8.932238579
Donegal,Försäkring,9.178007126,0.532930076,0.959662378
Dorman Products,Bil & Motor,24.04682922,2.023785114,2.593430996
Dova Pharmaceuticals,Biotech,-10.75152969,58.85174179,24.31410027
Dragon Victory,Kredit & Finansiering,-6.079442024,10.21860981,1.26017499
Dropbox,Affärs- & IT-System,-148.4375,4.769155979,9.800841331
Dryships,Sjöfart & Rederi,107.3770981,2.496098042,0.729131579
DSP Group,Kommunikation,-283.6852112,2.904225111,2.231142998
Duluth,Kläder & Skor,7.715997219,0.238355502,0.823109388
Dunkin Brands,Restaurang & Café,19.48554993,3.40715003,-7.939609051
Durect,Biotech,-17.47405052,13.34119987,17.25367928
DXP Enterprises,Industrimaskiner,7.17911911,0.194491401,0.716858625
Dynatronics,Medicinsk Utrustning,-3.624628067,0.113798797,0.335578114
Dynavax Technologies,Biotech,-1.50177896,7.739593983,32.88066864
E-TRADE Financial,Kapitalförvaltning,10.53672028,2.868252993,1.378672957
Eagle Bancorp,Banker,7.294833183,2.358309984,0.850942373
Eagle Bancorp Montana,Banker,10.08407974,2.351780891,0.899100721
Eagle Bulk Shipping,Sjöfart & Rederi,-6.019736767,0.447534412,0.271751314
Eagle Financial Bancorp,Banker,37.37102127,4.917212963,0.95214498
Eagle Pharmaceuticals,Läkemedel,47.73289108,3.362113953,3.67581892
East West Bancorp,Banker,6.193883896,2.209563017,0.828891814
Eastern,Industrimaskiner,9.49522686,0.498031199,1.189102054
Eastside Distilling,Bryggeri,-0.636383593,0.719579875,1.530416012
eBay,Internettjänster,17.07188988,2.634170055,9.912557602
Ebix,Affärs- & IT-System,5.497563839,0.912740707,0.963347495
Echo Global Logistics,Tåg- & Lastbilstransport,31.36404991,0.2084001,1.187934041
EchoStar,Kommunikation,-29.24270058,1.603739023,0.824234724
Ecology & Environment,Energi & Återvinning,-34.06084824,0.751922011,2.14418292
Editas Medicine,Biotech,-8.711413383,61.93799973,4.845541
Educational Development,Media & Publicering,6.931962013,0.339710087,1.345329046
eGain,Affärs- & IT-System,50.62705994,3.397073984,8.136063576
eHealth,Försäkring,44.31521988,5.520727158,5.301191807
Eidos Therapeutics,Biotech,-46.63116837,68.65312195,10.68922043
Ekso Bionics,Medicinsk Utrustning,-1.422644019,1.499029994,3.06929493
El Pollo Loco,Restaurang & Café,16.06015015,0.848127186,1.527704
Eldorado Resorts,Betting & Casino,16.9755497,0.535214722,1.21114099
Electro Sensors,Mätning & Analys,58.47272873,1.322345018,0.84709698
electroCore,Medicinsk Utrustning,-0.53042227,10.17389965,1.002357006
Electronic Arts,Gaming & Spel,11.78730011,6.050618172,4.504730225
Elmira Savings Bank,Banker,11.0843401,1.666939974,0.662124813
Eltek,Elektronik & Tillverkning,48.2326088,0.25209251,1.473381996
Emclaire Financial,Banker,8.318116188,1.781993985,0.750194311
Emcore,Kommunikation,-2.281640053,0.835044682,0.973438323
Emmis Communications,Media & Publicering,-1.470123053,0.466747314,0.183174506
Empire Resorts,Betting & Casino,-2.264492989,1.402071953,1.849547029
Enanta Pharmaceuticals,Biotech,33.31890869,5.682112217,2.213538885
Encore Capital,Kredit & Finansiering,4.91412878,0.583146214,0.797356606
Encore Wire,Elektroniska komponenter,15.90235996,0.722328484,1.182093978
Endo International,Läkemedel,-2.538866997,0.31518051,-1.060016036
Endologix,Medicinsk Utrustning,-0.213207707,0.103437997,0.232239902
Endurance International,IT-Konsulter,-25.88235092,0.28903091,1.633741021
Energous,Elektroniska komponenter,-0.772322476,162.6172943,1.711454988
Energy Focus,Möbler & Inredning,-0.617696226,0.361944705,1.150778055
Energy Recovery,Industrimaskiner,37.87255859,4.684495926,2.994415998
ENGlobal,Byggnation & Infrastruktur,-15.70092964,0.407954901,1.642001033
Enphase Energy,Solkraft,33.82077026,8.163452148,18.72332001
Ensign,Sjukhus & Vårdhem,23.0478096,1.00276804,3.121630907
Enstar,Försäkring,3.817135096,1.322152019,0.702584684
Entegra Financial,Banker,15.41292,3.129141092,1.141499996
Entegris,Elektronik & Tillverkning,27.72479057,4.381210804,5.978952885
Entera Bio,Biotech,-2.554292917,171.834198,3.402371883
Enterprise Bancorp,Banker,8.751296997,2.182075977,1.008558989
Enterprise Financial Services,Banker,8.103915215,2.499183893,0.87938112
Epizyme,Biotech,-9.563097,75.72019958,5.442280769
ePlus,IT-Konsulter,12.29693985,0.567203581,1.857555985
Equinix,Fastighet - REIT,114.9568024,10.56573963,6.647520065
Equity BancShares,Banker,10.46144009,1.486366987,0.545655191
Erie Indemnity,Försäkring,30.77206993,3.522442102,7.700079918
Escalade,Fritid & Sport,11.99522972,0.474768788,0.679363072
Esperion Therapeutics,Biotech,-10.24339962,6.809421062,50.64023972
Esquire Financial,Banker,7.821444988,2.96619606,0.979072571
ESSA Bancorp,Banker,9.874633789,2.031847,0.715668917
Estre Ambiental,Energi & Återvinning,-0.064618967,0.03928104,-0.04548109
Etsy,Detaljhandel,79.05127716,8.338002205,16.7808094
Euro Tech,Energi & Återvinning,76.05634308,0.332294494,0.457909912
Euronet Worldwide,Betalning & E-handel,14.48878956,1.669934034,2.907983065
Euroseas,Sjöfart & Rederi,-2.027138948,0.095768876,0.136366293
EW Scripps,Media & Publicering,-30.05717087,0.388642311,0.616261721
Everbridge,Affärs- & IT-System,-67.80908966,18.00252914,16.41482925
Ever-Glory,Kläder & Skor,12.23775959,0.04056865,0.128807306
EverQuote,Internettjänster,-125.9861984,3.698847055,17.77696991
Everspin Technologies,Elektronik & Tillverkning,-3.187345028,1.301784992,2.640535116
iMedia Brands,Detaljhandel,-0.28305459,0.027796419,0.428919703
EVO Payments,Affärskonsulter,-48.57513046,2.53431797,-2.089118958
Evolus,Biotech,-1.417639017,4.343690872,1.909252048
Evolving Systems,Affärs- & IT-System,-0.978056371,0.368456811,1.040552974
Exact Sciences,Biotech,-104.2037964,11.23332024,4.302194118
Exela Technologies,Betalning & E-handel,-0.092612192,0.016835339,-0.070644327
Exelixis,Biotech,18.30046082,5.874401093,3.372004032
ExlService,Affärskonsulter,28.51795006,1.91763401,2.837367058
ExOne,Media & Publicering,-7.400605202,2.101826906,2.304905891
eXp World,Fastighetsbolag,-54.73062134,0.554863691,10.46296024
Expedia,Resor & Nöjen,16.33595085,0.727707505,2.213573933
Expeditors of Washington,Flygtransport,20.83801079,1.465209007,5.45720005
Exponent,Affärskonsulter,46.65752029,8.857591629,10.55066013
Extraction Oil & Gas,Olja & Gas - Exploatering,-0.039290208,0.055404179,0.119595103
Extreme Networks,Kommunikation,-4.44600296,0.365745097,7.369922161
Eyegate Pharmaceuticals,Läkemedel,-2.617660046,8.866103172,3.595976114
EyePoint Pharmaceuticals,Biotech,-1.802019954,5.271801949,12.88838959
Ezcorp,Kredit & Finansiering,36.16704178,0.317228198,0.360435188
F5 Networks,IT-Konsulter,18.79508972,3.297007084,3.875468016
Facebook,Internettjänster,27.72081947,7.187586784,5.028409004
BBQ Holdings,Restaurang & Café,-27.76999092,0.223152801,0.820604324
Farmer Bros,Livsmedel,-2.918437004,0.248257905,0.773241282
Farmers & Merchants Bancorp,Banker,13.64898968,3.68479991,1.093094945
Farmers National Banc,Banker,9.042965889,3.163574934,1.077950954
Farmmi,Jordbruk,-21.2851696,0.228514701,0.327828705
FARO Technologies,Elektronisk Utrustning,-13.16886044,2.167579889,2.492548943
Fastenal,Industrimaskiner,24.75630951,3.669754982,7.447535038
FAT Brands,Restaurang & Café,-15.95987034,1.862081051,6.728395939
Fate Therapeutics,Biotech,-20.38491058,208.0455933,9.078130722
Fauquier Bankshares,Banker,7.916666985,1.848395944,0.803279519
FedNat Holding,Försäkring,159.407196,0.42970559,0.716992676
FFBW,Banker,42.5796814,5.86380291,1.064430952
Fibrocell Science,Biotech,-8.055853844,1.283367991,2.725528002
FibroGen,Biotech,-41.20428085,12.5074501,6.21760416
Fidelity D&D Bancorp,Banker,13.73579979,4.051229,1.489096999
Fidus Investment,Fondförvaltning,4.325661182,2.718967915,0.508473575
Fiesta Restaurant,Restaurang & Café,-1.950193048,0.240647495,1.005170941
Fifth Third Bancorp,Banker,5.149221897,1.944020033,0.573404789
Financial Institutions,Banker,5.874594212,1.646744013,0.633266389
Finjan,Affärs- & IT-System,-2.143695116,2.691493988,0.903877974
FireEye,Affärs- & IT-System,-8.751308441,2.682462931,3.39921999
First Bancorp Us,Banker,7.765139103,2.844059944,0.834488988
First Bancorp Inc,Banker,9.176621437,2.980786085,1.103214025
First Bancshares,Banker,8.060650826,2.59762907,0.709680021
First Bank,Nischbanker,8.971748352,1.713600993,0.6320889
First Busey,Banker,9.38202858,2.694576979,0.786523283
First Business Financial Services,Banker,5.731130123,1.289433002,0.6776703
First Capital,Banker,19.41637993,6.290877819,2.040225983
First Choice Bancorp,Banker,6.533897877,1.985738039,0.68531698
First Citizens Bancshares,Banker,8.105678558,2.519263029,0.986305416
First Community,Banker,10.07054996,2.541084051,0.901262879
First Community Bancshares,Banker,9.2784338,4.421640873,0.979234695
First Defiance Financial,Banker,6.019715786,2.083690882,0.689813018
First Financial Bancorp,Banker,7.186346054,2.334301949,0.630985975
First Financial Bankshares,Banker,21.43448067,10.95555973,2.849524021
First Financial Corporation,Försäkring,8.734336853,3.057604074,0.817694426
First Financial Northwest,Banker,9.245741844,1.633738995,0.623107314
First Foundation,Banker,8.872385025,1.99506104,0.808464825
First Guaranty Bancshares,Banker,10.1096096,1.578482032,0.871242881
First Hawaiian,Banker,7.513719082,3.06715107,0.788352728
First Internet Bancorp,Banker,6.845225811,1.136656046,0.549530387
First Interstate BancSystem,Banker,10.3487196,3.455118895,0.950462103
First Merchants,Banker,8.508904457,3.228802919,0.841172218
First Mid Illinois Bancshares,Banker,8.84915638,2.827527046,0.803898513
First Midwest Bancorp,Banker,7.50548315,2.154618979,0.635026574
First Northwest Ban,Banker,12.31836033,2.435192108,0.679027021
First of Long Island,Banker,9.286611557,2.583971977,0.955272913
First Savings Financial,Banker,6.088552952,1.904222965,0.814551115
First Solar,Solkraft,-38.59262848,1.449995995,0.871436298
First United,Banker,7.77218914,1.763996959,0.811264873
First US Bancshares,Banker,9.977662086,0.94651258,0.486814886
Fiserv,Betalning & E-handel,56.67720032,6.463954926,1.996673942
Five Below,Detaljhandel,26.78067017,2.518121004,6.120588779
Five Prime Therapeutics,Biotech,-0.744252384,6.914199829,0.683457017
Five Star Senior Living,Sjukhus & Vårdhem,-0.83871609,0.01220294,0.143930405
Five9,Affärs- & IT-System,-1100.927979,15.57522964,26.00437927
Flex,Elektronisk Utrustning,-182.227005,0.172635004,1.480041981
Salarius Pharmaceuticals,Biotech,-0.307594389,0.850008011,0.278368592
Flexion Therapeutics,Biotech,-2.237761974,4.627126217,-16.78840065
Flexshopper,Kredit & Finansiering,-10.73124027,0.2263311,2.015983105
Flexsteel Industries,Möbler & Inredning,-2.361495972,0.181010097,0.359047711
Flir Systems,Säkerhet & Bevakning,27.77290916,2.484155893,2.504853964
Fluent,Information & Data,-71.81817627,0.425584912,0.568323374
Fluidigm,Medicinsk Utrustning,-2.164501905,1.253018022,0.956354976
Flushing Financial,Banker,8.197063446,1.189046979,0.57220602
FNCB Bancorp,Banker,10.82096004,2.649751902,0.913402498
Foamix Pharmaceuticals,Biotech,-1.799795032,415.633606,10.47657013
Fonar,Medicinsk Utrustning,7.975824833,1.243105054,0.884335399
Forescout Technologies,IT-Konsulter,-12.4219799,4.57234621,15.78728008
FormFactor,Elektronik & Tillverkning,43.05636978,2.817421913,2.590914965
Forrester Research,Marknadsföring,-59.49758911,1.243345022,3.631196976
Forterra,Byggmaterial,-59.85977173,0.289054096,3.655385017
Fortinet,IT-Konsulter,58.99013138,8.707631111,14.20333958
Fortress Biotech,Läkemedel,-2.957283974,4.365371227,6.09953022
Forty Seven,Biotech,-39.71474838,292.3136902,14.4148798
Forward Air,Flygtransport,17.08943939,1.02700901,2.509588003
Forward Industries,Accessoarer,-3.414928913,0.302460611,1.405907989
Fossil,Accessoarer,-3.606714964,0.085646898,0.377574086
Fox Factory Holding,Bil & Motor,20.07365036,2.448765039,4.355925083
Francescas,Kläder & Skor,-0.226034895,0.02059523,0.144994795
Franklin Electric,Industrimaskiner,24.61857033,1.759541988,2.903860092
FreightCar America,Industrimaskiner,-0.191404104,0.064500608,0.126546904
Frequency Electronics,Elektronisk Utrustning,-9.587461472,2.043678045,1.598006964
Freshpet,Livsmedel,-1729.090942,9.787572861,18.33238983
Frontier Communications,Bredband & Telefoni,-0.006631926,0.004885019,-0.009012938
FRP Holdings,Tåg- & Lastbilstransport,47.73162842,18.52230072,1.173725963
FS Bancorp,Banker,7.360579014,1.83335197,0.820577919
Fuel Tech,Energi & Återvinning,-1.294389963,0.338938296,0.394515097
Fuelcell Energy,Förnybarenergi,-0.467925787,5.876683235,2.7972579
Fulgent Genetics,Medicinsk Utrustning,-575.9091187,8.367856026,3.288228035
Fuling Global,Hemelektronik,2.537266016,0.182263494,0.390694499
Full House Resorts,Hotell & Camping,-5.375348091,0.189855397,0.559900224
Fulton Financial,Banker,8.354955673,2.242239952,0.790091813
Funko,Fritid & Sport,11.71018982,0.259250313,0.914487779
Future FinTech,Livsmedel,-0.186728597,813.6577148,-0.496112108
Fuwei Films,Förpackning,-20.78544044,0.149466097,0.256020904
G-III Apparel,Kläder & Skor,3.55904603,0.159047797,0.389459699
G Willi Food,Livsmedelsbutiker,9.761714935,1.27098,1.023386002
Gaia,Detaljhandel,-9.815265656,3.300400972,2.58513999
Gaming & Leisure,Fastighet - REIT,15.75629997,5.304662228,2.949884892
Garmin,Rymd- & Satellitteknik,16.43251038,4.160830975,3.261574984
Garrison Capital,Kapitalförvaltning,-1.853268981,0.880880475,0.256220609
GCI Liberty,Bredband & Telefoni,3.263978004,7.067481995,1.019677043
Gencor Industries,Mätning & Analys,12.74520969,2.003844976,0.989508212
General Finance,Affärskonsulter,9.246047974,0.555104613,1.051167011
Genius Brands,Media & Publicering,-0.208219796,0.962442517,0.625751317
GenMark Diagnostics,Medicinsk Utrustning,-8.296836853,4.668647766,33.7859993
Genomic Health,Biotech,43.05102921,5.390503883,6.817694187
Gentex,Bil & Motor,14.14605045,3.168514967,3.03904891
Gentherm,Bil & Motor,31.77379036,1.203495026,2.474170923
Geospace Technologies,Olja & Gas - Service,19.59295082,0.850284398,0.493057013
German American Bancorp,Banker,11.93529034,4.136565208,1.272168994
Geron,Biotech,-3.439666986,538.6306763,1.833228946
Gevo,Bioenergi,-0.373927087,0.506114125,0.170931503
Gibraltar Industries,Byggmaterial,22.24010086,1.401908994,2.178771973
GigaMedia,Gaming & Spel,-16.91864967,3.908591986,0.466522604
Gilead Sciences,Biotech,18.43421936,4.384672165,4.369877815
Glacier Bancorp,Banker,14.46203041,5.82115984,1.621528029
Gladstone Capital,Fondförvaltning,7.748184204,3.952002048,0.792404771
Gladstone Commercial,Fastighet - REIT,-93.2301712,4.222206116,1.340502024
Gladstone Investment,Fondförvaltning,9.822769165,3.14974308,0.784385622
Gladstone Land,Fastighet - REIT,-92.07843018,6.040421963,0.888569117
Glen Burie Bancorp,Banker,16.11082077,1.778632998,0.723516703
Global Blood Therapeutics,Biotech,-15.11806011,1989.35498,7.246592999
Global Eagle Entertainment,Telekomtjänster,-0.09342248,0.021932701,-0.03840312
Global Indemnity,Investmentbolag,5.192145824,0.598081589,0.498973101
Global Self Storage Inc,Fastighet - REIT,49.67404938,4.100971222,0.845065475
Global Water Resources,Vattenförsörjning,106.7763977,6.69723177,9.628628731
Globus Maritime,Sjöfart & Rederi,-0.06980449,0.203794897,0.322288513
Glu Mobile,Affärs- & IT-System,121.6312027,2.464277983,4.991737843
Gogo,Telekomtjänster,-1.051059008,0.200613201,-0.420310587
Golar LNG,Olja & Gas - Transport,-2.848717928,1.352203965,0.405003786
Golden Bull,Kredit & Finansiering,-2.352686882,3.539696932,3.418541908
Golden Entertainment,Betting & Casino,-5.185236931,0.211653695,0.711061478
Golden Ocean Group,Sjöfart & Rederi,13.86100006,0.728772581,0.339877099
Golub Capital BDC,Fondförvaltning,-225.8426971,7.795184135,0.739602387
Good Times Restaurants,Restaurang & Café,-1.644922018,0.06959442,0.304183096
Goodyear Tire & Rubber,Bil & Motor,-5.69373703,0.120094903,0.406986892
Goosehead Insurance,Försäkring,116.4705963,20.40269089,-175.5216064
GoPro,Hemelektronik,-30.46488953,0.378522694,1.936386943
Office Properties Income,Fastighet - REIT,43.28263092,1.941138029,0.772019804
Grand Canyon Education,Konsumentservice,14.57623005,4.835564137,2.608489037
Great Elm Capital,Fondförvaltning,-4.346055031,1.190940022,0.370595098
Great Elm Capital Group,IT-Konsulter,-8.36800766,0.752924204,0.812095225
Great Lakes Dredge & Dock,Byggnation & Infrastruktur,9.615609169,0.72352773,1.842537045
Great Southern Bancorp,Banker,7.815998077,2.436568975,0.949446917
Green Brick Partners,Bostadsbyggnation,6.931974888,0.512112081,0.77493012
Green Plains,Bioenergi,-1.052273035,0.069015831,0.221873403
Greene County Bancorp,Banker,10.18741035,3.78994894,1.562875032
Greenlight Capital,Försäkring,-58.73302841,0.455692708,0.503143907
GreenPro Capital,Kapitalförvaltning,-14.22764015,4.270729065,6.047411919
GreenSky,Kapitalförvaltning,7.95918417,1.324985981,27.18473053
Griffin Industrial Realty,Möbler & Inredning,45.98226166,4.028674126,2.031307936
Groupon,Detaljhandel,-19.31818008,0.216746703,1.220865011
GSI Technology,Elektronik & Tillverkning,-24.93903923,3.487436056,1.795529962
Sutter Rock Capital,Fondförvaltning,5.740151882,69.98905945,0.523629725
Oncternal Therapeutics Inc,Biotech,-0.838363707,17.6071701,2.983328104
GTY Technology,Investmentbolag,-2.064866066,5.683489799,0.636083603
Guaranty Bancshares,Banker,10.64540958,2.690913916,1.055178046
Guaranty Federal Bancshares,Banker,6.577775002,1.330649972,0.711086988
Gulf Island Fabrication,Olja & Gas - Service,-0.964917719,0.157507196,0.312887311
Gulf Resources,Kemikalier,-0.259340703,3.179234982,0.128041998
Gulfport Energy,Olja & Gas - Exploatering,-0.048053749,0.07120505,0.072906703
GWG Holdings,Försäkring,3.24512291,2.551951885,0.705085993
H&E Equipment Services,Stödtjänster & Service,5.792669773,0.372740597,1.634338975
Habit Restaurants,Restaurang & Café,83.56246185,0.783392787,2.771528006
Hackett,Affärskonsulter,19.86339951,1.501070023,3.081156015
