Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB,Kursutveckling2,Direktavkastning2,PE2,PS2,PB2,Kursutveckling3,Direktavkastning3,PE3,PS3,PB3
Horizon Technology Finance,Nasdaq,Finans & Fastighet,Fondförvaltning,HRZN,-0.192179737,0.054455452,6.712290764,3.585026979,0.821057022,-0.688831177,0.033388979,-1.629842997,0.078733467,0.248918593,-0.28241993,0.043911009,21.05176926,2.588470936,4.347887993
Service Properties Trust,Nasdaq,Finans & Fastighet,Fastighet - REIT,SVC,-0.778153152,0.082474222,3.739085913,0.419907212,0.388114393,0.010368228,0.054361272,42.66629028,10.6223402,1.886343956,-0.510695801,0.086476097,7.136611938,0.157294899,0.781489611
Hostess Brands,Nasdaq,Dagligvaror,Livsmedel,TWNK,-0.077811956,0.01648975,21.75177002,1.721210003,1.051493049,-0.327988319,0.03470716,5.691007137,0.212590605,0.946330011,-0.556962013,0.076190481,7.30180788,0.189359695,0.561421871
Houghton Mifflin Harcourt,Nasdaq,Industri,Utbildning,HMHC,-0.8425,0.043165469,-0.731579781,0.112666696,0.276648492,-0.332006798,0.085106382,7.48980093,0.755807579,1.000067949,-0.099200306,0.025364621,8.685515404,1.738770008,1.371991038
Houston Wire & Cable,Nasdaq,Informationsteknik,Kommunikation,HWCC,-0.643548355,0.12,14.35064983,0.108522497,0.354263693,-0.28136694,0.043374891,21.31196976,2.62046504,4.401628971,-0.322926826,0.063400578,7.945048809,2.118662119,0.63837409
Howard Bancorp,Nasdaq,Finans & Fastighet,Banker,HBMD,-0.271356812,0.131235304,11.46634007,2.116597891,0.616044223,-0.317617588,0.066152148,9.329195976,0.205620706,1.021587014,0.08473897,0.01985762,20.57588005,0.578086972,4.056527138
HTG Molecular Diagnostics,Nasdaq,Hälsovård,Medicinsk Utrustning,HTGM,-0.881720428,0.227272701,-0.651530087,0.99822247,0.799753189,-0.752475281,0.08,5.552471161,0.181205794,0.524158478,-0.353258781,0.01739534,12.20748043,0.671393812,1.671396017
Hub Group,Nasdaq,Industri,Tåg- & Lastbilstransport,HUBG,0.131699448,0.005107591,15.4357996,0.458202511,1.563073993,0.066528082,0.02126529,10.3598299,2.073955059,1.636471033,-0.173538628,0.01852437,16.01679039,2.252417088,1.885231972
Hudson Global,Nasdaq,Industri,Bemanning,HSON,-0.442331238,0.242933903,-33.80438995,0.28458631,0.740892828,-0.271153812,0.05804749,8.677733421,2.314043045,0.697244287,-0.219063587,0.030763741,11.82178974,1.079458952,-13.43815994
Hudson Technologies,Nasdaq,Sällanköpsvaror,Konsumentservice,HDSN,-0.45671051,0.010917031,-1.356662035,0.217221498,0.780357301,0.17255867,0.01852661,22.05411911,0.619618773,4.347960949,-0.370873642,0.01283697,2.659157038,0.654659986,1.08454895
Huntington Bancshares,Nasdaq,Finans & Fastighet,Banker,HBAN,-0.38641346,0.02754601,6.635070801,2.039520979,0.726411998,-0.244338875,0.01473767,14.40888023,0.792467415,1.972802043,-0.745631104,0.763358765,-25.28957939,0.37010479,0.307426095
Hurco Companies,Nasdaq,Industri,Mätning & Analys,HURC,-0.283544312,0.007633588,19.56582069,0.826936126,0.807679415,-0.072928548,0.01668088,17.78688049,2.501342058,2.0935781,-0.17568058,0.052840161,67.14961243,6.03036499,1.320701003
Huron Consulting,Nasdaq,Industri,Affärskonsulter,HURN,0.052786589,0.023251369,26.8389492,1.177999973,1.942607045,-0.064775229,0.024670861,14.7413702,1.346048951,-16.75694084,-0.010696292,0.02052258,25.54730988,2.742538929,5.996878147
Huttig Building Products,Nasdaq,Material,Skogsbolag,HBP,-0.609918709,0.024395599,-1.144287944,0.031248329,0.591460288,-0.386415939,0.014025249,2.433861971,0.599194586,0.992661715,0.113368149,0.041115251,23.93223,1.405280948,4.670177937
HV Bancorp,Nasdaq,Finans & Fastighet,Banker,HVBC,-0.269278584,0.01950163,44.5413208,4.257358074,0.79346329,-0.657640228,0.564971695,-34.16987991,0.500065327,0.4153772,-0.068101225,0.01222494,19.14694023,1.557759047,2.549277067
HyreCar,Nasdaq,Informationsteknik,Affärs- & IT-System,HYRE,-0.727463379,0.042418289,-1.444443941,1.344136953,3.117763996,-0.052110076,0.04645761,76.37492371,6.85884285,1.502145052,-0.570471039,0.064529729,5.840764999,1.889816999,0.680208027
i3 Verticals,Nasdaq,Informationsteknik,Betalning & E-handel,IIIV,-0.202951965,0.016002721,-61.07445908,1.602866054,6.414049149,0.111369371,0.01864145,28.12532043,3.019290924,6.602028847,0.174949284,0.02546396,25.88320923,3.885961056,2.882004023
IAC InterActive,Nasdaq,Informationsteknik,Internettjänster,IAC,-0.037287951,0.072070308,43.02959061,3.667481899,5.958388805,0.174179306,0.03881376,25.35131073,1.488608956,4.947101116,-0.019590318,0.141861897,17.58786011,0.856440187,-2.378556013
Iberiabank,Nasdaq,Finans & Fastighet,Banker,IBKC,-0.512500038,0.098185482,5.407825947,1.498147964,0.452549309,0.165729046,0.009872751,23.70870972,1.928894997,3.156642914,-0.378766136,0.091224022,7.096906185,4.580772877,1.312546968
iCAD,Nasdaq,Hälsovård,Medicinsk Utrustning,ICAD,0.934826965,0.080223885,-12.88309956,5.868628979,36.26953888,-0.442447357,0.0498209,7.565156937,2.447756052,0.881028473,-0.120851936,0.034929581,14.04605007,0.269492686,0.901910484
ICC Holdings,Nasdaq,Finans & Fastighet,Försäkring,ICCH,-0.238451538,0.046263351,7.256649017,0.534009218,0.469900787,0.265584354,0.024217551,27.2153492,4.085960865,3.030333042,-0.476904869,0.072452831,6.537722111,1.657950044,0.585437477
ICF International,Nasdaq,Industri,Affärskonsulter,ICFI,-0.098341227,0.008320127,19.0992794,0.874007523,1.808467031,0.015287757,0.138343697,18.03513908,0.878220677,-2.439045906,-0.498382683,0.089760122,32.31911087,3.105779886,1.023499966
Ichor,Nasdaq,Informationsteknik,Elektronik & Tillverkning,ICHR,-0.078175902,0.777777786,48.04753876,0.82483393,2.312783957,-0.159613972,0.069787979,9.276787758,5.987800121,1.715708017,-0.619747581,0.133193302,21.63046074,2.291099072,0.827724814
ICON,Nasdaq,Hälsovård,Biotech,ICLR,0.130571251,0.025273659,22.51713943,2.962002993,5.136354923,-0.350803146,0.05938756,7.976019859,2.022699118,0.714233816,-0.330498085,0.099818516,-14.91203976,4.795714855,0.867999494
Iconix Brand,Nasdaq,Sällanköpsvaror,Kläder & Skor,ICON,-0.633266678,0.05034965,-0.052098721,0.043263178,-0.02278536,-0.246498585,0.061603818,47.09069824,4.525290012,1.491296053,-0.126734018,0.047509322,10.95757961,1.599218965,3.434902906
ICU Medical,Nasdaq,Hälsovård,Medicinsk Utrustning,ICUI,-0.117149057,0.094147587,44.03240967,3.382586002,3.109874964,-0.387643204,0.083508959,34.49967957,3.654206991,1.320186019,0.482652435,0.006038875,70.81384277,4.317874908,33.6202507
ID Systems,Nasdaq,Informationsteknik,Rymd- & Satellitteknik,IDSY,-0.199999981,0.060913711,-9.177430153,1.960718036,1.220615029,-0.075588584,0.07372654,-20.18944931,6.492928028,1.175186038,0.23422575,0.004675404,40.70064926,5.254539013,6.145326138
Identiv,Nasdaq,Informationsteknik,Datorer & Hårdvara,INVE,-0.371835175,0.077795792,-22.77304077,0.596248984,1.408077002,-0.030072451,0.044182019,11.78277969,1.719655037,3.693582058,-0.480494804,0.227106209,3.977272987,1.16176796,0.517733693
Idera Pharmaceuticals,Nasdaq,Hälsovård,Biotech,IDRA,-0.375,0.03185107,-0.590757191,35.86050034,-4.649534225,0.482652435,0.006038875,70.81384277,4.317874908,33.6202507,0.135694866,0.038387721,8.485342026,1.646060944,-220.5346985
Idexx Laboratories,Nasdaq,Hälsovård,Hälsovård & Hjälpmedel,IDXX,0.167273159,0.121739101,53.83041,9.339670181,126.6656036,0.455449448,0.004126361,46.11616898,5.95369482,6.963006973,-0.323959541,0.009983361,26.09355927,1.124011993,0.925716579
IES Holdings,Nasdaq,Industri,Byggnation & Infrastruktur,IESC,0.09661293,0.264631596,12.03680992,0.377893388,1.645190001,-0.117134571,0.135964899,6.6433568,1.940536022,0.864786029,-0.568477287,0.034315369,9.178907394,0.472389013,0.654411912
IF Bancorp,Nasdaq,Finans & Fastighet,Banker,IROQ,-0.161499977,0.054333329,14.18661976,1.993947029,0.70404309,0.211935272,0.03681546,8.847720146,1.716357946,-229.9528961,-0.400532608,0.081297197,6.743357182,0.316371411,0.491880387
iFresh,Nasdaq,Dagligvaror,Livsmedelsbutiker,IFMK,0.212937946,0.08698885,-2.174612999,0.249671802,-24.64380074,-0.199657803,0.0085531,30.45696068,1.311970949,1.080515981,-0.51268219,0.159468403,25.85910988,1.907642007,1.081637025
IHS Markit,NYSE,Industri,Information & Data,INFO,0.209331875,0.034357619,30.82512093,5.972537994,3.175029993,-0.430919571,0.02667187,11.80935001,0.607763886,0.841950119,-0.336075172,0.080235987,-166.3395996,1.92750001,1.544922948
II-VI Inc,Nasdaq,Informationsteknik,Elektronisk Utrustning,IIVI,-0.312789268,0.069977951,-41.91679001,1.498896956,1.242223978,-0.304244041,0.069767442,7.857762814,0.368654996,0.573168516,-0.342769508,0.03463747,16.67016029,1.792716026,4.812846184
Ikonics,Nasdaq,Material,Kemikalier,IKNX,-0.590561752,0.00130719,-8.139727592,0.375097096,0.539189696,-0.452380943,0.1422925,28.98052979,2.137912035,1.212200046,-0.303273735,0.051190858,4.758070946,0.286290705,1.829661965
Illumina,Nasdaq,Hälsovård,Medicinsk Utrustning,ILMN,-0.119661865,0.006726519,44.29573822,12.35912037,9.49238205,-0.089213314,0.060552092,-220.4122009,2.554080009,2.047137022,-0.124994574,0.00124358,6.184240818,2.867110014,0.785367429
Image Sensing Systems,Nasdaq,Industri,Mätning & Analys,ISNS,-0.263757114,0.033197091,2.922127008,1.401877999,1.151646018,-0.255195313,0.03077168,18.76440048,2.017930984,5.417475224,-0.324369736,0.141791,14.46302986,2.797430992,0.966058671
Immersion,Nasdaq,Informationsteknik,Datorer & Hårdvara,IMMR,-0.341517868,0.007497084,-9.281107903,5.155185223,2.212882042,-0.196728477,0.042990322,5.665688992,0.340901613,2.17867589,-0.575304031,0.01762115,22.29643059,0.336718202,0.987971425
ImmuCell,Nasdaq,Hälsovård,Biotech,ICCC,-0.377073898,0.194444408,-21.73683929,2.170770884,1.027524948,-0.007967412,0.001095686,7.018978119,3.254106998,0.891374826,-0.416898804,0.093152866,10.10295963,6.470979214,0.726941109
ImmunoGen,Nasdaq,Hälsovård,Biotech,IMGN,0.382462616,0.093198996,-5.277026176,6.761239052,-7.307496071,-0.072413802,0.105948,19.3560009,3.743825912,1.292883992,-0.510522499,0.112676096,19,1.993644953,1.223518968
Immunomedics,Nasdaq,Hälsovård,Biotech,IMMU,0.145866985,0.144654102,-11.49717999,15271.90039,16.79413033,-0.360475883,0.01162791,33.78842926,0.510268927,1.497189999,-0.366791191,0.051152329,8.208370209,0.46876651,2.439661026
Impinj,Nasdaq,Informationsteknik,Elektronik & Tillverkning,PI,-0.015747964,0.060686021,-17.81981087,2.72559309,3.326189995,-0.025519788,0.056741028,16.58622932,10.62353039,1.193434,-0.10708559,0.01543986,8.530907631,0.449766606,1.191090941
Harrow Health,Nasdaq,Hälsovård,Biotech,HROW,0.045766711,0.02042419,714.0625,2.280034065,4.209805965,-0.405124359,0.094881401,22.56337929,2.367544889,1.452985048,-0.022192299,0.00690744,28.87783051,13.90738964,9.276191711
Incyte,Nasdaq,Hälsovård,Biotech,INCY,0.149622078,0.073130188,44.45526886,9.14076519,7.59416008,-0.106084528,0.035700271,11.76117992,0.671661496,3.495613098,-0.400987625,0.03050288,11.40573978,0.656644404,1.179764986
Independent Bank B,Nasdaq,Finans & Fastighet,Banker,INDB,-0.181797333,0.031714931,14.21665955,5.496366978,1.438377023,0.154332638,0.01178082,11.18054008,0.589460671,1.561035037,-0.465025406,0.036523011,7.375282764,0.565381229,0.838872612
Independent Bank P,Nasdaq,Finans & Fastighet,Banker,IBCP,-0.407888832,0.081967211,6.595108032,1.994130969,0.848110318,0.173735981,0.006071119,32.85586929,15.82318974,10.55401993,-0.496761436,0.021264689,12.12675953,0.637775183,1.891365051
Independent Bank Group,Nasdaq,Finans & Fastighet,Banker,IBTX,-0.543528214,0.03175416,5.800126076,1.700425982,0.474517286,-0.257028103,0.025,13.91631031,0.801181972,1.439450026,-0.23618597,0.01411557,8.426882744,0.0401446,0.781889617
Industrea Acquisition,Nasdaq,Industri,Byggnation & Infrastruktur,BBCP,-0.652880402,0.04301075,-6.511498928,0.4583112,0.391616702,-0.292081108,0.028105681,9.584096909,0.734706521,1.090105057,-0.67045578,0.015768729,35.64403152,2.449301958,8.5440979
Industrial Logistics Properties,Nasdaq,Finans & Fastighet,Fastighet - REIT,ILPT,-0.113984642,0.279787197,22.92440987,5.260305882,1.211061001,-0.355854568,0.01688889,15.26873016,0.80301851,2.381405115,-0.502452087,0.07885304,2.06497097,3.322180986,0.949817717
Industrial Services of America,Nasdaq,Industri,Energi & Återvinning,IDSA,-0.008495629,0.071639199,-3.002144098,0.167691201,1.155048013,-0.197033882,0.01407212,8.452902794,0.040268559,0.784303784,-0.436029205,0.044604321,10.61176968,0.328510791,1.374233961
Infinera,Nasdaq,Informationsteknik,Kommunikation,INFN,0.205702667,0.03243243,-2.740613937,0.82557708,2.774168968,-0.538663139,0.01239669,45.33958054,3.115537882,10.86818027,-0.233392124,0.008179959,8.029062271,0.686549783,0.550232291
Infinity Pharmaceuticals,Nasdaq,Hälsovård,Biotech,INFI,-0.465116272,0.0137931,-1.114071012,17.22249985,6.796710968,-0.298492012,0.055637512,2.926609993,4.708406925,1.346142054,-0.147955532,0.009050726,13.4822197,1.102718949,1.434401035
Information Services,Nasdaq,Industri,Affärskonsulter,III,-0.343243256,0.04552845,34.61537933,0.434114397,1.286566019,-0.288051014,0.03621495,13.07003021,0.404611886,1.692582011,-0.55853878,0.030701749,18.1153698,1.165603042,5.767924786
Infrastructure & Energy,Nasdaq,Industri,Byggnation & Infrastruktur,IEA,-0.599173546,0.02709568,-2.009321928,0.02717345,-0.432949007,-0.058775187,0.006986899,9.40007782,0.803782701,0.644188106,-0.156230564,0.01305263,20.35569,2.551223993,2.23684907
Ingles Markets,Nasdaq,Dagligvaror,Livsmedelsbutiker,IMKTA,0.369525185,0.347368393,9.77589798,0.178702801,1.109753966,0.053442001,0.007394669,16.50160027,1.349676013,1.755638957,-0.22763979,0.02474622,14.78835011,1.072862029,6.643067837
Innerworkings,Nasdaq,Sällanköpsvaror,Marknadsföring,INWK,-0.589080467,0.045878692,-8.609271049,0.064387627,0.418229192,-0.39252697,0.022503209,24.71529007,1.590265036,7.869338036,-0.391891823,0.071428571,4.761724949,0.549146771,-4.189057827
Innodata,Nasdaq,Informationsteknik,IT-Konsulter,INOD,-0.270564499,0.01717791,-14.54179955,0.396060795,0.840897322,0.035937667,0.01054332,25.20034027,3.158415079,2.769218922,-0.400858688,0.03778502,18.88882065,1.399669051,2.370891094
Innophos,Nasdaq,Material,Kemikalier,IPHS,0.049885154,0.235294094,29.63134956,0.83041811,1.864197969,-0.064042273,0.02068388,17.69280052,1.283573031,7.947775841,-0.498729057,0.111561899,20.29641914,0.966797173,0.638827324
Innospec,Nasdaq,Material,Kemikalier,IOSP,-0.139693737,0.00625,16.09732056,1.18284905,1.948835969,-0.362738495,0.06340261,5.364499092,0.618661821,-4.719338894,-0.369186935,0.050150452,7.761775017,0.467576087,0.730743825
Innovative Solutions & Support,Nasdaq,Industri,Industrimaskiner,ISSC,-0.073934913,0.004549591,26.14953995,2.923119068,1.448618054,-0.230961494,0.029007249,24.60469055,1.823217034,3.088336945,-0.152332487,0.01475788,29.39315987,2.233189106,3.964155912
Innoviva,Nasdaq,Hälsovård,Läkemedel,INVA,-0.081312418,0.114155302,9.286898613,4.998120785,4.161436081,-0.359399261,0.088924818,25.46315002,1.212908983,0.801449716,-0.307928619,0.02405843,16.89081001,3.742897987,-2.613398075
Inogen,Nasdaq,Hälsovård,Medicinsk Utrustning,INGN,-0.397265129,0.03589695,54.27812958,3.112272978,3.268707991,-0.081188087,0.03591954,10.83689976,0.652824283,1.020256042,-0.031381726,0.01160542,22.25810051,1.772032976,5.054066181
Inovalon,Nasdaq,Informationsteknik,IT-Konsulter,INOV,0.434188118,0.089392138,320.8413086,4.050672054,3.781382084,-0.024507225,0.013107589,33.09384918,2.514354944,4.463255882,-0.269377346,0.01043478,16.80488014,2.374283075,1.529855013
Inovio Pharmaceuticals,Nasdaq,Hälsovård,Biotech,INO,0.814634171,0.047045331,-6.153337002,183.4008026,219.5352936,-0.16240818,0.02074842,19.58540916,4.340003014,-3.030313969,0.104529972,0.00612855,34.38042068,8.131076813,18.79636002
Inpixon,Nasdaq,Informationsteknik,IT-Konsulter,INPX,-0.976282043,0.055134392,-0.023356279,0.746030629,0.780594289,0.036724567,0.01148875,22.48413086,1.790027022,5.105388165,-0.222222214,0.1096346,4.740903854,7.352237225,0.662298679
Inseego,Nasdaq,Informationsteknik,Kommunikation,INSG,1.371607513,0.03604532,-21.97717094,4.242558002,-25.00737953,-0.085683708,0.00863387,20.31015968,2.869527102,1.848963022,-0.102925243,0.038128021,24.81270981,2.650633097,-5.790312767
Insight Enterprises,Nasdaq,Informationsteknik,IT-Konsulter,NSIT,-0.188521805,0.021316881,10.74892998,0.2173381,1.448122025,0.409695854,0.005035695,41.84172058,9.89569664,22.87557983,-0.235568523,0.087909994,12.62761974,2.186603069,0.763043225
Insignia Systems,Nasdaq,Sällanköpsvaror,Marknadsföring,ISIG,-0.488888931,0.167811604,-1.64090395,0.379478008,0.706381202,-0.180878525,0.104100904,4.992911816,7.743052959,0.697503924,-0.316770191,0.05454545,4.937532902,1.016646028,0.596229613
Insmed,Nasdaq,Hälsovård,Biotech,INSM,-0.418124962,0.060855751,-6.190570831,12.23655987,6.381552219,0.00654304,0.03420368,27.65957069,2.954751968,-6.454659939,-0.309734516,0.025641029,-8.91428566,0.156964794,0.269977212
Inspired Entertainment,Nasdaq,Sällanköpsvaror,Gaming & Spel,INSE,-0.685714264,0.01320361,-1.301774979,0.318825006,-0.988035619,-0.088028193,0.074163451,14.96821022,2.59190011,0.904476881,-0.237232208,0.040316768,12.36205006,0.243710399,0.982918024
Insteel Industries,Nasdaq,Industri,Elektroniska komponenter,IIIN,-0.289259911,0.757575836,151.0066986,0.674045324,1.229840994,-0.212307701,0.046875,5.745491982,1.183006048,0.693794429,-0.62760807,0.107575102,40.43864059,0.423467487,1.051331043
Insulet,Nasdaq,Hälsovård,Medicinsk Utrustning,PODD,0.98350296,0.042659078,994.4146118,15.72317028,152.9228973,-0.108108101,0.020202019,-11.31429005,0.199224606,0.342663407,-0.242366371,0.080604534,6.60895586,0.790239573,0.336053699
Integra LifeSciences,Nasdaq,Hälsovård,Medicinsk Utrustning,IART,-0.10716939,0.1151439,82.82218933,2.720010996,2.913578033,-0.139749823,0.035398231,14.07973957,0.277573586,1.119493008,-0.071501913,0.0131577,21.04446983,4.014523029,1.959458947
Integrated Media Technology,Nasdaq,Informationsteknik,IT-Konsulter,IMTE,-0.744203415,0.043594899,6.833167076,2.009627104,0.750256181,-0.492221642,0.082616177,52.65542984,0.551399887,1.368945956,-0.294964008,0.047619052,10.38685989,0.322796404,0.840758383
Intel Corporation,Nasdaq,Informationsteknik,Elektronik & Tillverkning,INTC,0.075150728,0.003513722,12.89101982,3.616082907,3.350950003,-0.078585505,0.068230281,7.80755806,0.93355763,0.397000402,-0.770270309,0.3,-1.693902016,0.1914092,0.137341097
Intellia Therapeutics,Nasdaq,Hälsovård,Biotech,NTLA,-0.22489727,0.06823144,-6.266020775,15.37279987,2.455207109,0.065321445,0.011463881,24.15383911,4.607677937,2.248974085,-0.016491771,0.007911586,20.6809597,2.892008066,0.732954025
Inter Parfums,Nasdaq,Dagligvaror,Hygienprodukter,IPAR,-0.359291077,0.01789655,25.09861946,2.107598066,3.213221073,-0.811320801,0.364285698,-1.394978046,0.157631099,0.113104403,-0.495596886,0.160038795,10.48937035,3.280324936,0.626143873
Intercept Pharmaceuticals,Nasdaq,Hälsovård,Biotech,ICPT,-0.237054939,0.085929813,-6.670951843,9.469961166,46.2884903,0.110456581,0.006883289,23.77049065,3.324045897,0.842450202,-0.314263935,0.045606232,13.50660992,0.598762929,0.514887094
InterDigital,Nasdaq,Informationsteknik,Kommunikation,IDCC,-0.293619461,0.040756912,73.48116302,4.657268047,1.950364947,-0.383424873,0.133603201,12.56486034,3.929390907,0.750036597,0.092431307,0.042869411,12.01916027,4.051937103,1.699092984
Interface,Nasdaq,Sällanköpsvaror,Möbler & Inredning,TILE,-0.435021324,0.01416347,6.891932011,0.402770311,1.469117999,-0.417391281,0.100746298,-0.587835312,0.128707603,1.142249942,-0.102598724,0.006841629,14.02581024,0.490986288,2.916388035
Intergroup,Nasdaq,Finans & Fastighet,Fastighetsbolag,INTG,0.05297792,0.01694684,34.80908966,0.975859821,-1.68492806,-0.208301907,0.03908484,15.76021957,0.698667824,0.600797117,-0.322272224,0.07966805,4.349553108,0.611983716,0.466098011
Internap,Nasdaq,Informationsteknik,IT-Konsulter,INAP,-0.983234711,0.01305321,-0.024523949,0.00755945,-0.03632962,0.261073952,0.03721128,13.84671974,4.668048859,1.957447052,-0.43679882,0.025232401,18.54680061,5.172892094,0.82218641
International Bancshares,Nasdaq,Finans & Fastighet,Banker,IBOC,-0.351272049,0.062693501,8.49319458,3.511571884,0.816363573,0.063733339,0.005685635,16.87751007,0.590812802,3.509342909,0.465978508,0.01564537,84.48996735,2.691768885,4.246744156
International Speedway,Nasdaq,Sällanköpsvaror,Resor & Nöjen,ISCA,0.217921028,0.03767885,25.48142052,2.857826948,1.164188981,-0.114318075,0.061341848,5.649003983,0.794816911,0.605347216,-0.427803383,0.02483222,13.38243008,0.865433514,1.305520058
Internet Gold Golden Lines,Nasdaq,Telekommunikation,Bredband & Telefoni,IGLD,-0.957446823,0.057175531,-0.01506516,0.001346559,0.028919989,0.663826447,0.01396648,94.64640045,3.015342951,4.757239819,-0.690754547,0.206185608,-37.25991821,0.841385901,0.298969686
Interpace Diagnostics,Nasdaq,Industri,Affärskonsulter,IDXG,-0.328681107,0.02302501,-0.799587727,0.711028874,0.499817103,-0.394996185,0.02318296,14.3344698,0.927001178,1.398396015,-0.154873133,0.042632971,8.495123863,0.925423086,1.088760018
Intersect ent,Nasdaq,Hälsovård,Medicinsk Utrustning,XENT,-0.64779007,0.0234375,-7.446341991,3.012562037,2.785046101,-0.609677429,0.165289192,-46.47887039,1.049564004,0.372941613,-0.1850453,0.083410568,11.21154976,6.826409817,0.991636813
Intevac,Nasdaq,Industri,Industrimaskiner,IVAC,-0.106946888,0.054421768,99.28862,1.047391057,1.190538049,-0.01564908,0.036256161,9.989263535,1.088188052,1.280254006,-0.414821167,0.058224158,-6.644101143,0.054212969,0.532937109
INTL FCStone,Nasdaq,Finans & Fastighet,Kredit & Finansiering,INTL,-0.013527274,0.105349798,9.004286766,0.019826559,1.21202898,-0.053625402,0.071827612,13.0195303,7.927239895,1.151548982,0.082687378,0.003102625,11.52365017,2.87688899,1.670469046
Intra Cellular Therapies,Nasdaq,Hälsovård,Biotech,ITCI,0.347343445,0.105540895,-6.347130775,15562.25,4.836088181,-0.3985849,0.052287579,-5.779254913,0.06079711,0.55435878,-0.490895615,0.027187049,12.40927982,1.104372978,2.185167074
IntriCon,Nasdaq,Hälsovård,Medicinsk Utrustning,IIN,-0.507728882,0.264215698,-52.64942932,0.96094048,1.201830029,0.193853493,0.002574258,13.88889027,3.467371941,2.013334036,-0.402025032,0.065473309,7.078200817,1.506042004,0.7601794
Intuit,Nasdaq,Informationsteknik,Affärs- & IT-System,INTU,0.004845023,0.070721359,42.31560135,9.552167892,18.26625061,-0.293696995,0.020809901,14.33716965,1.398561954,2.790884972,-0.279518356,0.067223701,7.746737957,1.934200048,0.948280215
Intuitive Surgical,Nasdaq,Hälsovård,Medicinsk Utrustning,ISRG,-0.128523588,0.093657293,44.00682831,13.15641975,7.130018234,-0.296119862,0.056092839,8.261897087,1.757899046,0.887305081,0.315547943,0.011325769,7.82113409,2.122180939,0.962170184
Investar Holding,Nasdaq,Finans & Fastighet,Banker,ISTR,-0.521459236,0.01345216,6.70717001,1.399786949,0.517411292,-0.190588226,0.060533509,8.602910042,2.147968054,1.053084016,-0.13968092,0.061797199,15.03038979,1.911996961,2.174201012
Investors Bancorp,Nasdaq,Finans & Fastighet,Banker,ISBC,-0.349600029,0.02439024,10.91860962,1.933907032,0.767248213,0.490196114,0.01005031,8.813697815,2.391503096,1.084277034,0.058196664,0.06324111,16.98214912,6.918782234,0.743851483
Investors Title,Nasdaq,Finans & Fastighet,Försäkring,ITIC,-0.232301826,0.02822757,7.431382179,1.344774961,1.217136979,-0.019601226,0.053990002,17.20385933,2.188461065,2.474137068,-0.825268784,0.161538506,-2.901786089,0.284826398,0.101943597
Ionis Pharmaceuticals,Nasdaq,Hälsovård,Biotech,IONS,-0.376314888,0.130434799,25.63143921,6.596941948,5.034159184,0.058196664,0.06324111,17.03474045,6.918782234,0.743851483,-0.350199776,0.079918032,21.87360001,0.150741607,1.62450695
IPG Photonics,Nasdaq,Informationsteknik,Elektronisk Utrustning,IPGP,-0.285164604,0.04868228,36.07062149,4.869281769,2.665194035,-0.440564156,0.033613451,8.826022148,0.395102412,1.112679005,-0.561616173,0.04301075,6.897647858,0.308777511,0.869572699
IRadimed,Nasdaq,Hälsovård,Medicinsk Utrustning,IRMD,-0.28586834,0.05448276,25.31549072,6.06667614,4.208434105,-0.233766193,0.048728809,-25.41147041,10.00646973,0.499823302,-0.365027847,0.058802052,-21.05830002,8.292285919,0.414199799
iRhythm Technologies,Nasdaq,Hälsovård,Medicinsk Utrustning,IRTC,0.256149292,0.02352941,-41.1427002,11.05105019,17.51009941,-0.80836235,0.1090909,12.33183956,0.193560302,0.072879747,-0.824829941,0.116504898,11.54708004,0.181242794,0.068241946
Iridex,Nasdaq,Hälsovård,Medicinsk Utrustning,IRIX,-0.618478317,0.111111097,-2.729393005,0.556839883,1.065536976,0.461120262,0.024562709,-62.43030167,4.51568079,3.013955116,0.252626057,0.027672961,-55.4135704,4.008151054,2.6752069
Iridium Communications,Nasdaq,Telekommunikation,Telekomtjänster,IRDM,-0.152095432,0.077092509,-17.67585945,5.512421131,2.117070913,-0.274406319,0.03090909,42.24269867,1.67316699,2.716139078,-0.347290649,0.032075469,40.70660019,1.612324953,2.61736989
iRobot,Nasdaq,Informationsteknik,Elektronisk Utrustning,IRBT,-0.621836891,0.01777778,16.31126976,1.130800962,2.105304003,-0.314024391,0.133333302,-24.01280975,18.03791046,0.746361017,-0.477221832,0.171428604,-18.67663002,14.02949047,0.580502987
Ironwood Pharmaceuticals,Nasdaq,Hälsovård,Biotech,IRWD,-0.078397155,0.227154293,28.0042305,3.890476942,-17.87360001,0.217005959,0.011209871,21.94985008,0.847836375,1.642400026,0.035500169,0.01301033,18.91227913,0.730507076,1.415114045
Isramco,Nasdaq,Energi,Olja & Gas - Exploatering,ISRL,0.080373049,0.056434369,22.81722069,4.006641865,47.37689972,-0.18011261,0.102974796,54.60224915,2.80350399,-3.415450096,-0.401683693,0.135678396,41.44107056,2.127754927,-2.592199087
Iteris,Nasdaq,Informationsteknik,Kommunikation,ITI,-0.152173882,0.040677972,-15.68365002,1.304422021,2.299360991,0.129066706,0.009211148,11.93717957,0.631470025,-6.667798042,-0.068519058,0.011294529,9.735261917,0.514989614,-5.437860966
Iterum Therapeutics,Nasdaq,Hälsovård,Biotech,ITRM,-0.680864182,0.04644381,-0.398389488,1137.277954,-1.603752971,0.074910402,0.01400467,22.55566025,2.173873901,3.375190973,-0.243076916,0.01897019,16.65162086,1.604853988,2.491722107
