Bolagsnamn,Land,Lista,Sektor,Bransch,Ticker,Kursutveckling,PE,PS,PB
Gfinity,Storbritannien,England,Sällanköpsvaror,Gaming & Spel,GFIN,-0.826548691,-0.273743004,0.451880693,0.954812884
GlaxoSmithKline,Storbritannien,England,Hälsovård,Läkemedel,GSK,0.006744266,16.44276047,2.234338999,6.612705231
MJ Gleeson,Storbritannien,England,Industri,Bostadsbyggnation,GLE,0.058673501,17.69345093,1.941318989,2.270471096
Glencore,Storbritannien,England,Energi,Bränsle - Kol,GLEN,-0.483010597,-69.15315247,0.124970101,0.667488813
GLI Finance,Storbritannien,England,Finans & Fastighet,Fondförvaltning,GLIF,-0.176576614,-0.695586026,1.058743,0.31604141
Global Ports,Storbritannien,England,Industri,Sjöfart & Rederi,GPH,-0.573333321,-10.85482025,1.038800955,1.39841795
Global Resources Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,GRIT,0.319999924,-0.367483288,-0.576291502,2.285196066
Globaldata,Storbritannien,England,Industri,Information & Data,DATA,0.762295151,193.3453064,7.108687878,8.368121147
Go-Ahead,Storbritannien,England,Industri,Tåg- & Lastbilstransport,GOG,-0.162350597,12.32415009,0.190631405,2.340383053
Goals Soccer Centres,Storbritannien,England,Sällanköpsvaror,Resor & Nöjen,GOAL,-0.63733326,5.631470203,0.642440081,0.210498005
Gocompare.com,Storbritannien,England,Informationsteknik,Internettjänster,GOCO,0.054644823,25.99327087,2.12026,-50.48870087
Golden Prospect Precious Metals,Storbritannien,England,Finans & Fastighet,Fondförvaltning,GPM,0.478048782,-5.716980934,-7.0572052,0.935100794
Goldplat,Storbritannien,England,Material,Gruv - Guld & Silver,GDP,0.26388895,-8.584905624,0.311521292,0.479758501
Gooch and Housego,Storbritannien,England,Informationsteknik,Elektronisk Utrustning,GHH,-0.017167389,76.33334351,2.208532095,2.527354956
Good Energy,Storbritannien,England,Kraftförsörjning,Förnybarenergi,GOOD,0.747474823,11.76070976,0.241646498,1.415528059
Goodwin,Storbritannien,England,Industri,Industrimaskiner,GDWN,-0.133105812,17.4139595,1.443230033,1.780938983
INCE Group,Storbritannien,England,Industri,Bemanning,INCE,-0.729007568,-1.618049026,0.1693023,0.487089902
Grafenia,Storbritannien,England,Sällanköpsvaror,Media & Publicering,GRA,-0.288888874,-2.5,0.56540072,1.063843012
Grafton,Storbritannien,England,Industri,Byggmaterial,GFTU,-0.084984007,11.8700304,0.63717252,1.249552011
Grainger,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,GRI,0.127243042,13.98077965,7.411581993,1.386605024
Grand Vision Media,Storbritannien,England,Sällanköpsvaror,Marknadsföring,GVMH,-0.666666718,-3.503185034,2.840023041,-4.307971954
GRC International,Storbritannien,England,Informationsteknik,IT-Konsulter,GRC,-0.815165863,-2.181207895,0.896233082,2.428571939
Great Portland Estates,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,GPOR,0.048340797,36.2257309,17.92256927,0.926395893
Green & Smart,Storbritannien,England,Kraftförsörjning,Förnybarenergi,GSH,-0.451672859,-3.597560883,27.91393089,1.04933095
Greencoat UK Wind,Storbritannien,England,Finans & Fastighet,Fondförvaltning,UKW,-0.005891025,42.99362946,22.95795059,1.111739039
Greencore,Storbritannien,England,Dagligvaror,Livsmedel,GNC,-0.112801018,22.66839027,0.539735615,2.60691905
Greene King,Storbritannien,England,Sällanköpsvaror,Restaurang & Café,GNK,0.731294403,21.89789009,1.187477946,1.248883009
Greggs,Storbritannien,England,Sällanköpsvaror,Restaurang & Café,GRG,0.122228508,23.21533966,1.709750056,5.757835865
Gresham House,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,GHE,0.357296104,-184.9414978,5.249145031,1.950286984
Gresham House Strategic,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,GHS,0.218085175,132.6766968,17.18224907,0.914857388
Griffin Mining,Storbritannien,England,Material,Gruv - Prospekt & Drift,GFM,-0.5463414,7.815125942,1.21576798,0.472924799
Ground Rents Income Fund,Storbritannien,England,Finans & Fastighet,Fondförvaltning,GRIO,-0.196340256,-34.42797089,13.97875023,0.729693592
Gulf Keystone Petroleum,Storbritannien,England,Energi,Olja & Gas - Exploatering,GKP,-0.545161324,3.899643898,1.250128984,0.544749022
Gulf Marine Services,Storbritannien,England,Industri,Sjöfart & Rederi,GMS,-0.795942001,-0.858536601,0.128165498,0.03943681
Gunsynd,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,GUN,-0.5,-1,-3.35146904,0.268060803
Gusbourne,Storbritannien,England,Dagligvaror,Bryggeri,GUS,-0.021897793,-13.92930984,19.76746941,2.322936058
GVC Holdings,Storbritannien,England,Sällanköpsvaror,Betting & Casino,GVC,0.104842777,-24.61945915,1.051609993,1.34610498
Gyg Plc,Storbritannien,England,Industri,Sjöfart & Rederi,GYG,0.230769272,-21.3649807,0.709794402,2.959808111
Hadrians Wall Secured,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HWSL,-0.408970947,25.33937073,7.396616936,0.592915118
Halfords,Storbritannien,England,Sällanköpsvaror,Bil & Motor,HFD,-0.497479019,5.744475842,0.2123449,0.622382581
Halma,Storbritannien,England,Industri,Elektroniska komponenter,HLMA,0.18850935,40.26726151,5.679393768,6.80516386
Hammerson,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,HMSO,-0.552700272,-2.279314041,9.998557091,0.300162286
H & T Group,Storbritannien,England,Finans & Fastighet,Kredit & Finansiering,HAT,0.215277672,11.37471962,0.915996075,1.230710983
Hansa,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HAN,-0.269683304,-25.02326012,8.789652824,0.115913898
Hansard Global,Storbritannien,England,Finans & Fastighet,Försäkring,HSD,-0.078313231,12.54098034,0.93124938,2.000592947
Hansteen,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,HSTN,0.266484985,10.85980988,10.03075981,1.119807005
HarbourVest Global Private Equity,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HVPE,0.105702286,6.7375741,522.5355835,0.749545097
Hardide,Storbritannien,England,Material,Kemikalier,HDD,-0.106796083,-18.69919014,4.474893093,2.936758041
Hargreave Hale AIM,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HHV,-0.13868618,-5.339365959,-6.279004097,0.835648596
Hargreaves Lansdown,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HL.,-0.242132835,23.5555191,12.27873993,13.97437
Hargreaves Services,Storbritannien,England,Energi,Bränsle - Kol,HSP,-0.155482883,96.99247742,0.319826394,0.639746487
Harvest Minerals,Storbritannien,England,Material,Kemikalier,HMI,-0.760784302,-2.961164951,6.297071934,0.514006019
Harwood Wealth Management,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HW.,0.036363602,52.97397995,2.646660089,3.59470892
Harworth,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,HWG,0.102880592,9.992543221,3.754575014,0.948079526
Hastings,Storbritannien,England,Finans & Fastighet,Försäkring,HSTG,-0.272300549,14.67803001,1.385807991,1.596235991
Haydale Graphene Industries,Storbritannien,England,Industri,Industrimaskiner,HAYD,-0.199999981,-0.456233412,1.840783,0.646256089
Haynes Publishing,Storbritannien,England,Sällanköpsvaror,Media & Publicering,HYNS,2.341346283,47.8320694,2.849280119,5.191730022
Hays,Storbritannien,England,Industri,Bemanning,HAS,-0.211258297,12.22793007,0.284606189,2.793199062
Headlam,Storbritannien,England,Sällanköpsvaror,Möbler & Inredning,HEAD,0.02409637,10.76766968,0.500496626,1.583855033
Samuel Heath & Sons,Storbritannien,England,Industri,Byggmaterial,HSM,-0.229729767,10.03168011,0.512579322,1.543984056
Heavitree Brewery,Storbritannien,England,Sällanköpsvaror,Restaurang & Café,HVT,-0.134831429,13.75491047,2.658277988,1.729272008
Helical,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,HLCL,0.203539734,16.1264801,14.13253021,0.853162885
Helios Underwriting,Storbritannien,England,Finans & Fastighet,Försäkring,HUW,-0.048507509,20.83333015,0.497593313,0.914080918
Henderson Alternative Strategies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HAST,0.001788855,28.62985992,19.2396698,0.834669828
Henderson Diversified Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HDIV,0.050228357,42.79069901,25.0034008,1.052170038
Henderson European Focus,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HEFT,-0.061403513,19.32105064,14.88685989,0.769311428
Henderson EuroTrust,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HNE,-0.016706467,13.24588013,11.17481995,0.796014488
Henderson Far East Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HFEL,-0.108187141,13.59786034,10.9644804,0.849609673
Henderson High Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HHI,-0.078986645,61.5537796,29.78282928,0.836366117
Henderson International Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HINT,-0.06818181,43.22288895,26.89406013,0.870645225
Henderson Opportunities,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HOT,-0.107515631,890.625,61.80718994,0.735912085
Henderson Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HSL,0.01449275,5.329273224,5.000360012,0.830513179
Herald Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HRI,-0.040000019,3.376951933,3.182715893,0.719367981
HgCapital,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HGT,0.206030254,5.250492096,5.383965015,0.940846086
HICL Infrastructure,Storbritannien,England,Finans & Fastighet,Fondförvaltning,HICL,0.030487895,10.60225964,10.42366028,1.072769046
Highcroft Investments,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,HCFT,-0.02439028,14.66993046,8.681127548,0.752882481
Highland Gold Mining,Storbritannien,England,Material,Gruv - Guld & Silver,HGM,0.271402588,13.7672596,2.854125023,1.120558977
Zoetic International,Storbritannien,England,Energi,Olja & Gas - Exploatering,ZOE,-0.281938324,-2.027363062,7.286218166,3.638380051
Hikma Pharmaceuticals,Storbritannien,England,Hälsovård,Läkemedel,HIK,0.097539063,12.13337994,2.669224024,2.777657032
Hill & Smith,Storbritannien,England,Material,Gruv - Industrimetaller,HILS,0.16010273,22.2861805,1.548081994,3.503103018
Hilton Food,Storbritannien,England,Dagligvaror,Livsmedel,HFG,0.09388649,26.99353027,0.482130289,4.673251152
Hiscox,Storbritannien,England,Finans & Fastighet,Försäkring,HSX,-0.301734753,88.18466187,1.482354999,1.972182989
HML Holdings,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,HMLH,-0.06060606,11.19134045,0.473477215,0.892615974
Hochschild Mining,Storbritannien,England,Material,Gruv - Guld & Silver,HOC,-0.174487953,37.37089157,1.436753035,1.481179953
Holders Technology,Storbritannien,England,Industri,Elektroniska komponenter,HDT,-0.048780499,10.6267004,0.133590505,0.398027986
Hollywood Bowl,Storbritannien,England,Sällanköpsvaror,Resor & Nöjen,BOWL,-0.055299578,13.86071968,2.367315054,3.025353909
Homeserve,Storbritannien,England,Sällanköpsvaror,Konsumentservice,HSV,0.124935627,33.42499161,3.463308096,6.133907795
Honeycomb Investment,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HONY,-0.190265541,10.79391003,6.355605125,0.902303696
Horizon Discovery,Storbritannien,England,Hälsovård,Biotech,HZD,-0.174999962,-5.921937943,3.193840027,1.451766014
Hornby,Storbritannien,England,Sällanköpsvaror,Fritid & Sport,HRN,0.047904253,-9.283819199,1.279837012,1.894080043
Hostelworld,Storbritannien,England,Informationsteknik,Internettjänster,HSW,-0.574190216,10.98383045,1.14260304,0.699512303
Hotel Chocolat,Storbritannien,England,Dagligvaror,Livsmedel,HOTC,0.040502787,32.93545914,2.964847088,6.731632233
Howden Joinery,Storbritannien,England,Sällanköpsvaror,Möbler & Inredning,HWDN,0.187318687,16.46552086,2.166111946,5.575837135
HSBC Holdings,Storbritannien,England,Finans & Fastighet,Banker,HSBA,-0.221955128,21.83986092,2.392972946,0.711498201
HSS Hire Service,Storbritannien,England,Industri,Stödtjänster & Service,HSS,-0.008403361,-18.93047905,0.183233202,0.758466184
Hummingbird Resources,Storbritannien,England,Material,Gruv - Guld & Silver,HUM,0.09375,-6.853785992,1.006901979,0.945803106
Hunters Property,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,HUNT,0.362500076,21.37254906,1.277027011,2.477432966
Hunting,Storbritannien,England,Energi,Olja & Gas - Service,HTG,-0.613333359,11.47541046,0.468492001,0.372342408
Huntsworth,Storbritannien,England,Sällanköpsvaror,Marknadsföring,HNT,0.26491642,19.70260048,1.481227994,2.130552053
Hurricane Energy,Storbritannien,England,Energi,Olja & Gas - Exploatering,HUR,-0.77852951,140.2857056,11.04738998,0.402442396
Hutchison China Meditech,Storbritannien,England,Dagligvaror,Hälsoprodukter,HCM,-0.125628109,-33.59072876,13.7553997,8.466077805
Hvivo,Storbritannien,England,Hälsovård,Sjukhus & Vårdhem,HVO,-0.431034431,-0.816427529,1.132421017,1.00760603
Hydrodec,Storbritannien,England,Energi,Olja & Gas - Försäljning,HYR,-0.921641846,-0.175761595,0.121372104,0.104465403
Hydrogen,Storbritannien,England,Industri,Bemanning,HYDG,-0.482014351,4.768211842,0.091054611,0.541729689
Hygea,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,HYG,-0.388888893,-4.119850159,-4.549850941,0.379877895
Ibstock,Storbritannien,England,Industri,Byggmaterial,IBST,-0.189316635,12.78810024,2.064013958,1.819319963
ICG Enterprise,Storbritannien,England,Finans & Fastighet,Fondförvaltning,ICGT,0.060240984,5.158566952,4.683736801,0.748669803
ICG-Longbow Senior Secured,Storbritannien,England,Finans & Fastighet,Fondförvaltning,LBOW,-0.126384678,19.89678955,14.12069035,0.881492376
Ide Group,Storbritannien,England,Informationsteknik,IT-Konsulter,IDE,1.148148041,-0.285433114,0.282550007,0.565801382
Ideagen,Storbritannien,England,Informationsteknik,Affärs- & IT-System,IDEA,0.342105141,185.9375,7.622640133,5.367708206
Idox,Storbritannien,England,Informationsteknik,Affärs- & IT-System,IDOX,0.104477644,44.04761887,2.291976929,4.28736496
iEnergizer,Storbritannien,England,Industri,Affärskonsulter,IBPO,0.583333244,12.31367016,2.359536886,3.280056
IG Design,Storbritannien,England,Material,Förpackning,IGR,0.358209,38.64118958,1.164441943,3.189018011
IG Group,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,IGG,0.11122715,15.86480999,4.799424171,2.910087109
IGas Energy,Storbritannien,England,Energi,Olja & Gas - Exploatering,IGAS,-0.551282043,-2.192981958,0.99324441,0.262614697
Ilika,Storbritannien,England,Industri,Elektroniska komponenter,IKA,0.039999962,-16.45569992,12.95259953,8.634495735
Image Scan,Storbritannien,England,Informationsteknik,Säkerhet & Bevakning,IGE,-0.081081028,-6.29629612,0.980055928,1.828675032
IMI Plc,Storbritannien,England,Industri,Industrimaskiner,IMI,-0.123251019,15.06451988,1.238512039,3.26768899
IMImobile,Storbritannien,England,Informationsteknik,Affärs- & IT-System,IMO,0.38030899,-441.3580017,1.673192024,3.355123997
Immedia,Storbritannien,England,Sällanköpsvaror,Media & Publicering,IME,-0.439393921,-9.068627357,0.610382617,-15.09533978
Immunodiagnostic Systems,Storbritannien,England,Hälsovård,Hälsovård & Hjälpmedel,IDH,0.280000095,61.22449112,1.780047059,1.217494011
Immupharma,Storbritannien,England,Hälsovård,Biotech,IMM,-0.080341816,-2.130692959,765.647583,2.011782885
Impax Asset Management,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,IPX,0.498829117,25.01955032,5.662908077,6.600367069
Impax Environmental Markets,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IEM,0.074468136,9.212526321,8.225812912,0.987630606
Impellam,Storbritannien,England,Industri,Bemanning,IPEL,-0.41751152,23.01530075,0.068221189,0.601731777
Imperial Brands,Storbritannien,England,Dagligvaror,Tobak,IMB,-0.443960266,13.75247955,0.438077301,2.803447008
Inchcape,Storbritannien,England,Sällanköpsvaror,Bil & Motor,INCH,-0.004401326,7.21117115,0.240680397,1.766024947
Independent Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IIT,-0.129870119,10.43846035,10.05897999,0.820230186
IndigoVision,Storbritannien,England,Informationsteknik,Säkerhet & Bevakning,IND,0.473282471,11.36631012,0.374525189,1.036456943
Indivior,Storbritannien,England,Hälsovård,Läkemedel,INDV,-0.599566689,3.456244946,0.570918679,2.144360065
Indus Gas,Storbritannien,England,Energi,Olja & Gas - Exploatering,INDI,-0.243986244,11.19592953,8.177188873,2.201525927
Informa,Storbritannien,England,Sällanköpsvaror,Media & Publicering,INF,-0.204809246,32.03786087,2.49207592,1.276671052
Infrastructure India,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IIP,0.24,2.870369911,0.455526114,0.070890836
Ingenta,Storbritannien,England,Informationsteknik,Affärs- & IT-System,ING,-0.101351318,-21.17834091,1.037294984,2.436451912
Inland Homes,Storbritannien,England,Finans & Fastighet,Fastighetsbolag,INL,0.087301617,5.874784946,0.952879906,0.868871391
Inmarsat,Storbritannien,England,Telekommunikation,Telekomtjänster,ISAT,0.292190781,-48.95682907,2.155698061,2.601404905
Innovaderma,Storbritannien,England,Sällanköpsvaror,Konsumentservice,IDP,-0.519801979,6.162642956,0.498076707,0.696751714
Inspiration Healthcare,Storbritannien,England,Hälsovård,Medicinsk Utrustning,IHC,0.142857075,18.39080048,1.21508503,3.256016016
Inspired Energy,Storbritannien,England,Industri,Affärskonsulter,INSE,0.011799455,28.58333015,3.221468925,2.546776056
Instem 10P,Storbritannien,England,Informationsteknik,IT-Konsulter,INS,0.6501651,48.12319946,3.409620047,4.81257391
Integrafin,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,IHP,0.270029793,35.31352997,14.2999897,12.27565002
Integumen,Storbritannien,England,Hälsovård,Läkemedel,SKIN,-0.309941521,-2.744185925,20.1776104,2.222790956
Intercede,Storbritannien,England,Informationsteknik,Affärs- & IT-System,IGP,1.363636475,50.55556107,2.230475903,-9.883583069
Intercontinental Hotels,Storbritannien,England,Sällanköpsvaror,Hotell & Camping,IHG,-0.162017937,23.91539001,1.96864295,-6.183918953
Intermediate Capital,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,ICP,0.268268356,17.95889091,7.403250217,2.539441109
International Airlines SA,Storbritannien,England,Industri,Flygtransport,IAG,-0.26363636,5.572873116,0.365416497,1.366014004
International Biotechnology,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IBT,-0.099337759,-11.7393198,-15.14966011,0.871877313
International Personal Finance,Storbritannien,England,Finans & Fastighet,Kredit & Finansiering,IPF,-0.266631775,4.623514175,0.349599093,0.712256074
International Public Partnerships,Storbritannien,England,Finans & Fastighet,Fondförvaltning,INPP,0.03061235,15.11693001,12.77702045,1.075353026
Intertek,Storbritannien,England,Industri,Affärskonsulter,ITRK,0.001049519,24.76630974,2.576777935,8.051926613
Intu Properties,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,INTU,-0.948602295,-0.051922031,0.134349093,0.02575263
Invesco Asia,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IAT,-0.087912083,148.2142944,44.132061,0.771716595
Invesco Income Growth,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IVI,-0.038759649,14.38514996,12.63224983,0.79684639
Invesco Perpetual Enhanced,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IPE,0.015427709,12.06667042,10.77352047,0.976010919
Invesco Perpetual Select,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IVPU,-0.06906909,7.524271965,6.525485039,0.825613976
Invesco Perpetual UK Smaller,Storbritannien,England,Finans & Fastighet,Fondförvaltning,IPU,0.048832297,27.18766975,22.30768013,0.904113591
Investec,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,INVP,-0.284814243,6.468853951,1.183387041,0.676692426
Investment Company,Storbritannien,England,Finans & Fastighet,Fondförvaltning,INV,0.074576259,5.079314232,4.449058056,0.845801175
Iofina,Storbritannien,England,Material,Kemikalier,IOF,0.356145248,-47.36584854,1.76214397,2.621778965
iomart,Storbritannien,England,Informationsteknik,Internettjänster,IOM,-0.067123294,27.30553055,3.431936026,3.448555946
IP Group,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,IPO,-0.399387131,-8.258426666,-13.36431026,0.545625627
IQE Plc,Storbritannien,England,Informationsteknik,Elektronik & Tillverkning,IQE,-0.581505661,-19.83146095,1.86697495,0.947727323
IronRidge Resources,Storbritannien,England,Material,Gruv - Industrimetaller,IRR,-0.342105255,-9.469696999,1531.03894,2.263138056
Itaconix,Storbritannien,England,Dagligvaror,Hygienprodukter,ITX,-0.44727272,-0.558823526,4.696644783,-2.725368023
Hyve Group,Storbritannien,England,Industri,Stödtjänster & Service,HYVE,-0.321266937,104.6511993,1.51197803,1.116289973
ITM Power,Storbritannien,England,Kraftförsörjning,Bioenergi,ITM,4.704698181,-30.79710007,102.8432999,8.072318077
ITV Plc,Storbritannien,England,Sällanköpsvaror,Media & Publicering,ITV,-0.310224228,7.709431171,1.104189038,4.307377815
Iwg Plc,Storbritannien,England,Industri,Affärskonsulter,IWG,0.092556114,32.25580978,0.92463398,2.785979033
Ixico,Storbritannien,England,Hälsovård,Biotech,IXI,1.072727203,61.95652008,3.535816908,3.375971079
James Halstead,Storbritannien,England,Industri,Byggmaterial,JHD,0.019313335,26.15638924,4.208160877,8.002770424
Jarvis Securities,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,JIM,-0.126000042,12.78899956,4.545761108,7.097074986
Jaywing,Storbritannien,England,Sällanköpsvaror,Marknadsföring,JWNG,-0.791666718,-2.162162066,0.136326596,0.1302073
JD Sports Fashion,Storbritannien,England,Sällanköpsvaror,Kläder & Skor,JD.,0.294745808,22.85821915,1.05490005,5.131546974
Jersey Electricity,Storbritannien,England,Kraftförsörjning,Elförsörjning,JEL,-0.047516227,11.47840023,1.225111008,0.677366376
JKX Oil & Gas,Storbritannien,England,Energi,Olja & Gas - Exploatering,JKX,-0.713178253,3.382083893,0.421028495,0.256692797
John Laing Environmental Assets,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JLEN,0.054545403,10.58393955,9.670425415,1.108384967
John Laing Group,Storbritannien,England,Industri,Byggnation & Infrastruktur,JLG,-0.119915485,16.53598022,9.176972389,0.990758717
Johnson Matthey,Storbritannien,England,Material,Kemikalier,JMAT,-0.266123772,11.28417969,0.417054802,1.597766995
Johnson Service,Storbritannien,England,Industri,Affärskonsulter,JSG,0.343939438,21.37348938,1.87095201,3.161231995
Joules,Storbritannien,England,Sällanköpsvaror,Kläder & Skor,JOUL,-0.628333321,24.94407082,0.460330397,2.053101063
JP Morgan Elect Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JPEI,-0.164251156,-18.60214996,-37.52521133,0.2927984
Gamesys Group,Storbritannien,England,Sällanköpsvaror,Betting & Casino,GYS,-0.096541824,24.38739967,1.902142048,1.459416032
JPMorgan American Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JAM,-0.004733741,8.496665955,7.90904808,0.874562025
JPMorgan Asian Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JAI,0.145714397,13.62092018,12.06636047,0.999843121
JPMorgan Brazil Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JPB,-0.164179153,4.36817503,3.832969904,0.645816624
JPMorgan Chinese Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JMC,0.328031769,6.999162197,6.267679214,0.959368706
JPMorgan Claverhouse Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JCH,-0.117142859,-38.55271912,-156.4745941,0.826032221
JPMorgan Emerging Markets,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JMG,0.026077151,4.810247898,4.462811947,0.814370573
JPMorgan European Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JETI,-0.106271744,44.37715912,19.40447998,0.517225027
JPMorgan European Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JESC,-0.090909119,-8.681041718,-10.24464989,0.740686595
Jpmorgan Global Convertibles Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JGCI,-0.034090877,-13.32287979,-16.34621048,0.935262024
JPMorgan Global Emerging Markets,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JEMI,-0.118446646,7.374918938,6.271940231,0.782813609
Jpmorgan Global Growth & Income,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JPGI,0.121794939,5.125201225,5.065598965,1.025213003
JPMorgan Indian Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JII,-0.112426043,7.171885967,7.00145483,0.731609285
JPMorgan Japan Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JPS,-0.043478308,-24.7017498,-42.86780167,0.76489222
JPMorgan Japanese Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JFJ,-0.022077858,-22.65343094,-31.59177017,0.743383586
JPMorgan Mid Cap Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JMF,0,2.638284922,2.548595905,0.739599586
JPMorgan Russian Securities,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JRS,0.04669261,2.868109941,2.56389904,0.689002514
JPMorgan Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JMI,0.147246475,-14.63103962,-19.34357071,0.881420076
JPMorgan US Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JUSC,-0.090312004,18.32011032,12.92008018,0.838673711
JTC Plc,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,JTC,0.27795517,13.12767029,5.095798969,3.696533918
Jubilee Metals,Storbritannien,England,Material,Gruv - Guld & Silver,JLP,0.508620758,7.446807861,2.753161907,0.851092219
Judges Scientific,Storbritannien,England,Industri,Industrimaskiner,JDG,0.652097855,27.5365696,3.625442982,8.141732216
Jupiter European Opportunities,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JEO,0.033472776,6.951220036,6.058762074,0.876586974
Jupiter Fund Management,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,JUP,-0.281639996,9.243665695,2.708213091,1.856389999
Jupiter Green Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JGC,0.045454621,42.59259033,25.01283073,0.903127015
Jupiter Uk Growth Investment,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JUKG,-0.194346256,-5.299860001,-5.547419071,0.778403878
Jupiter US Smaller Companies,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JUS,-0.141104279,19.43095016,14.38440037,0.728748918
Just Eat,Storbritannien,England,Informationsteknik,Internettjänster,JE.,0.22058403,148.4483032,6.629474163,7.334242821
Just Group,Storbritannien,England,Finans & Fastighet,Försäkring,JUST,-0.417515221,-29.03553009,0.172327802,0.27740559
JZ Capital Partners,Storbritannien,England,Finans & Fastighet,Fondförvaltning,JZCP,-0.461009216,-10.67212009,6.028101921,0.29587549
K3 Business Technology,Storbritannien,England,Informationsteknik,Affärs- & IT-System,KBT,-0.425675697,-63.11880875,0.683267295,0.819421828
K3 Capital,Storbritannien,England,Finans & Fastighet,Kapitalförvaltning,K3C,-0.118811903,18.23771095,5.231492043,9.157183647
Kainos,Storbritannien,England,Informationsteknik,IT-Konsulter,KNOS,0.369477997,42.49221039,4.845511913,14.00374985
Kape Technologies,Storbritannien,England,Informationsteknik,Affärs- & IT-System,KAPE,0.382775192,155.376297,4.567485809,3.526169062
Kaz Minerals,Storbritannien,England,Material,Gruv - Prospekt & Drift,KAZ,-0.466005669,3.864025116,0.938824713,1.005851984
Kcr Residential,Storbritannien,England,Finans & Fastighet,Fastighet - REIT,KCR,-0.134615364,-1.824818015,9.136423111,0.741778314
